Artwork_Title,date,name,nationality,birth_date,death_date,dimensions_inch,medium,credit_line,description,image_url,EA_id
Breakfast Room Table (closed),1902,William H. Bradley,American,1868,1962,5 11/16 x 5 3/8,"graphite, pen, ink and watercolor on paper","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Will Bradley",,http://emuseum.huntington.org/internal/media/dispatcher/16182/resize:format$003dfull,fecbf97d948b
Bridal Veil Falls,1871,James David Smillie,American,1833,1909,9 x 6 1/4,graphite heightened with Chinese white on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/28301/resize:format$003dfull,4114398b239a
Bucking Horse,,Edward Borein,American,1872,1945,8 1/4 x 11,India ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",,http://emuseum.huntington.org/internal/media/dispatcher/26361/resize:format$003dfull,3cfa8a80f763
"Buildings at Water's Edge, September 25, 1890",1890,Joseph Basil Girard,American,1846,1918,3 1/2 x 8 1/4,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/20089/resize:format$003dfull,e0b6040439dc
"Bullocks Drawing ""Service""",1927,Peter Krasnow,American,1890,1979,7 5/8 x 9,graphite and colored graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18151/resize:format$003dfull,db64f6c940c1
Bullocks Drawing I,1927,Peter Krasnow,American,1890,1979,10 1/2 x 14 3/4,graphite and colored graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18148/resize:format$003dfull,eb10ecde8eae
Bullocks Drawing II,1927,Peter Krasnow,American,1890,1979,10 1/2 x 14 3/4,graphite and colored graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18149/resize:format$003dfull,05d28cfde75a
Bullocks Drawing III,1927,Peter Krasnow,American,1890,1979,10 1/4 x 14 3/4,graphite and colored graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18150/resize:format$003dfull,8ef40af2dcdb
Cabinet with Tulip Poplar Panels,1904,Edna Walker,American,,,13 7/8 x 9 1/4,"watercolor, graphite and ink on paperboard","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation with support from Mark and Jill Willcox",,http://emuseum.huntington.org/internal/media/dispatcher/25938/resize:format$003dfull,0ab32716fcc6
Cairn Terrier,1937,E. A. Burbank,American,1858,1949,14 x 9 1/2,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Adelaide Bray.",,http://emuseum.huntington.org/internal/media/dispatcher/22337/resize:format$003dfull,8fa6f3611ebd
Calligraphic Form,1958,Fritz Rauh,American,,,sheet: 19 x 24,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of the artist",,http://emuseum.huntington.org/internal/media/dispatcher/27885/resize:format$003dfull,5f629d1beff5
Calligraphic Form,1958,Fritz Rauh,American,,,sheet: 23 x 19 3/4,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of the artist",,http://emuseum.huntington.org/internal/media/dispatcher/27886/resize:format$003dfull,9836ad821ba9
Calligraphic Form,1958,Fritz Rauh,American,,,sheet: 22 3/8 x 19 7/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of the artist",,http://emuseum.huntington.org/internal/media/dispatcher/27887/resize:format$003dfull,e1d1814b2827
Calligraphic Form,1958,Fritz Rauh,American,,,sheet: 23 x 19 7/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of the artist",,http://emuseum.huntington.org/internal/media/dispatcher/27888/resize:format$003dfull,8b7d0f1fd6de
Calvario-Tehuacan, 1885-1932,Christian Jorgensen,American,1860,1935,12 3/8 x 9 3/4,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Virgil W. Jorgensen",,http://emuseum.huntington.org/internal/media/dispatcher/27913/resize:format$003dfull,1d6608858b34
Canal at Lake Providence,,Theodore Russell Davis,American,1840,1894,5 1/8 x 10 3/4,graphite and ink wash heightened with white on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18061/resize:format$003dfull,74b64581c21b
Capilla Tercer Orden-Cuernavaca, 1885-1932,Christian Jorgensen,American,1860,1935,14 11/16 x 9 7/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Virgil W. Jorgensen",,http://emuseum.huntington.org/internal/media/dispatcher/27934/resize:format$003dfull,338e788d2932
Cardinal in his State Robe, 1840-1843,John William Casilear,American,1811,1893,,graphite and watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Michael St. Clair",,http://emuseum.huntington.org/internal/media/dispatcher/18199/resize:format$003dfull,02d620172b01
Carey McWilliams Listening,1955,Don Freeman,American,1908,1978,sheet: 7 x 5 1/2,"ink, crayon, and gouache on paper","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone",,http://emuseum.huntington.org/internal/media/dispatcher/31099/resize:format$003dfull,8252867af094
Carmel,1933,Charles Erskine Wood,American,1852,1944,9 1/8 x 12,oil on board,"The Huntington Library, Art Collections, and Botanical Gardens.",,http://emuseum.huntington.org/internal/media/dispatcher/17979/resize:format$003dfull,baf753095ec3
"Castle of Coucy, December 30, 1907",1907,Joseph Basil Girard,American,1846,1918,5 7/16 x 7 1/4,pen and ink wash on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/20109/resize:format$003dfull,4d48381c127e
"Castle Ruins and Surroundings, September 28, 1890",1890,Joseph Basil Girard,American,1846,1918,4 3/4 x 6 11/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/20090/resize:format$003dfull,e6d967ba2a38
"Castle Ruins on Hillside, September 11, 1890",1890,Joseph Basil Girard,American,1846,1918,4 3/4 x 6 13/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/20085/resize:format$003dfull,65c59518c413
"Castle, September 22, 1890",1890,Joseph Basil Girard,American,1846,1918,4 x 6 3/4,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/20088/resize:format$003dfull,a88d4cded18a
Catedral-Quernavaca, 1885-1932,Christian Jorgensen,American,1860,1935,14 1/4 x 9 9/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Virgil W. Jorgensen",,http://emuseum.huntington.org/internal/media/dispatcher/27927/resize:format$003dfull,d1e745d935a6
Cathedral,,Edwin James Meeker,American,1853,1936,9 3/4 x 13 3/8,pen and black ink on board,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/16259/resize:format$003dfull,9b25cbd59894
Cathedral Spires,1871,James David Smillie,American,1833,1909,9 x 6 1/4,graphite heightened with Chinese white on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/28304/resize:format$003dfull,835cb0b80e0e
Chaperones to Hire,,Samuel D. Ehrhart,American,,,18 x 26 1/2,ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",,http://emuseum.huntington.org/internal/media/dispatcher/27995/resize:format$003dfull,f5bc4d925939
Charging Steer,,Edward Borein,American,1872,1945,8 1/2 x 13,wax on paper,"The Huntington Library, Art Collections, and Botanical Gardens.  Anonymous Gift",,http://emuseum.huntington.org/internal/media/dispatcher/26359/resize:format$003dfull,70520f5b006f
Charles Lanman,1840,Daniel Huntington,American,1816,1906,7 x 5 1/2,graphite on gray paper mounted on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/16210/resize:format$003dfull,c4f93a86ee96
"Chateau de Belime pris Compiere, November 17, 1910",1910,Joseph Basil Girard,American,1846,1918,6 1/4 x 8 3/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/20149/resize:format$003dfull,a04ab4cd7a63
Chateau of Marxburg,1845,John Frederick Kensett,American,1816,1872,10 1/4 x 14 1/4,graphite and ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/16200/resize:format$003dfull,43ef51b238ba
Checking the Tank,,Peter Hurd,American,1904,1984,5 13/16 x 7 5/8,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens",,http://emuseum.huntington.org/internal/media/dispatcher/16118/resize:format$003dfull,5a6cd4c07083
Chiddington Church in Kent,1908,Joseph Basil Girard,American,1846,1918,sheet: 4 13/16 x 7 7/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Bequest of Jane Louise Hemphill",,http://emuseum.huntington.org/internal/media/dispatcher/28497/resize:format$003dfull,84e426ae721c
Chief Pretty Eagle Crow,1897,E. A. Burbank,American,1858,1949,14 5/16 x 8 15/16,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Adelaide Bray.",,http://emuseum.huntington.org/internal/media/dispatcher/22336/resize:format$003dfull,a17854208d00
Chinese War God,1943,Francis de Erdely,American,1904,1959,18 1/4 x 24,gouache,"The Huntington Library, Art Collections, and Botanical Gardens. Edward W. and Julia B. Bodman Collection",,http://emuseum.huntington.org/internal/media/dispatcher/27979/resize:format$003dfull,4c04be82be09
CHRISTMAS CARD, 1936-1937,Don Freeman,American,1908,1978,sheet: 12 x 11 1/2,"india ink, ink wash and gouache on board","The Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone",,http://emuseum.huntington.org/internal/media/dispatcher/31082/resize:format$003dfull,a8006ce1efb6
Church Meeting,1939,Roger Medearis,American,1920,2001,sheet: 14 1/2 x 18,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Elizabeth Medearis",,http://emuseum.huntington.org/internal/media/dispatcher/30555/resize:format$003dfull,9683bb134737
Civil War,1865,Felix Octavius Carr Darley,American,1821,1888,11 5/8 x 17 1/2,graphite and gray wash heightened with white on paper on board,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/16211/resize:format$003dfull,413b4896191e
Civitella,1846,John Frederick Kensett,American,1816,1872,12 1/8 x 17 3/8,graphite on buff paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18013/resize:format$003dfull,11ecbc31b5ea
"Clamdiggers, Cape Ann",,Walter Shirlaw,American,1838,1909,12 x 15 1/2,watercolor and black chalk on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/18017/resize:format$003dfull,070ac717c9e5
Classical Temple Ruin,,Charles Erskine Wood,American,1852,1944,6 1/2 x 9 7/8,pastel on gray paper,"The Huntington Library, Art Collections, and Botanical Gardens.",,http://emuseum.huntington.org/internal/media/dispatcher/16131/resize:format$003dfull,447e72d560f3
"Clovelly, North Devon, September 23, 1901",1901,Joseph Basil Girard,American,1846,1918,4 3/4 x 7 5/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/20099/resize:format$003dfull,802cf421ae35
"Coast near Chagress River, Panama",1849,William McIlvaine Jr.,American,1813,1867,3 1/2 x 10,watercolor and graphite on board,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",,http://emuseum.huntington.org/internal/media/dispatcher/16255/resize:format$003dfull,e8f724b98928
Coastal Scene,,Charles Erskine Wood,American,1852,1944,10 x 13 15/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",,http://emuseum.huntington.org/internal/media/dispatcher/17975/resize:format$003dfull,3f349ebc0481
Coastal Scene,,Charles Erskine Wood,American,1852,1944,5 5/8 x 8 3/4,pastel and charcoal on gray paper,"The Huntington Library, Art Collections, and Botanical Gardens.",,http://emuseum.huntington.org/internal/media/dispatcher/16146/resize:format$003dfull,6652e6062d55
Coastal Scene,,Charles Erskine Wood,American,1852,1944,6 1/4 x 9 1/8,pastel on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",,http://emuseum.huntington.org/internal/media/dispatcher/16148/resize:format$003dfull,5adcb492d31e
Coastal Scene,,Charles Erskine Wood,American,1852,1944,6 1/16 x 8 7/8,pastel on paper,"The Huntington Library, Art Collections, and Botanical Gardens.",,http://emuseum.huntington.org/internal/media/dispatcher/16149/resize:format$003dfull,28435e751f40
Coastal Scene with Dunes,,Charles Erskine Wood,American,1852,1944,10 x 14,watercolor and graphite on paper laid on board,"The Huntington Library, Art Collections, and Botanical Gardens.",,http://emuseum.huntington.org/internal/media/dispatcher/17987/resize:format$003dfull,10aa02cd355b
Coastal Scene with Ship,,Charles Erskine Wood,American,1852,1944,6 13/16 x 9 7/8,watercolor on paper laid on board,"The Huntington Library, Art Collections, and Botanical Gardens.",,http://emuseum.huntington.org/internal/media/dispatcher/16156/resize:format$003dfull,6f499599343e
