technique,provenance,title,imageUrl,dimensions,artist,type,url,EA_id
Wood,Gift of Dr. and Mrs. Melvin Silverman,Bambara Door Lock,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSilverman%5CBamana%5FdoorLock%2Ejpg,"13"" x 15½"" x 3""",Bambara people of Mali,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Bambara+people+of+Mali&whereclause=where+maker%3D%27Bambara+people+of+Mali%27+OR+cleanmaker%3D%27Bambara+people+of+Mali%27+OR+maker1%3D%27Bambara+people+of+Mali%27+OR+maker2%3D%27Bambara+people+of+Mali%27+OR+maker3%3D%27Bambara+people+of+Mali%27+OR+maker4%3D%27Bambara+people+of+Mali%27+OR+maker5%3D%27Bambara+people+of+Mali%27&current_record=1,81c16b804a53
"Wood, kaolin and raffia","Gift of Dr. Bennett Jacoby, in memory of Barbara and Laura Jacoby",,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJACOBY%5CZ1%2EJPG,"25"" H x 18"" W x 22"" D",Basuku People of Democratic Republic of Congo,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Basuku+People+of+Democratic+Republic+of+Congo&whereclause=where+maker%3D%27Basuku+People+of+Democratic+Republic+of+Congo%27+OR+cleanmaker%3D%27Basuku+People+of+Democratic+Republic+of+Congo%27+OR+maker1%3D%27Basuku+People+of+Democratic+Republic+of+Congo%27+OR+maker2%3D%27Basuku+People+of+Democratic+Republic+of+Congo%27+OR+maker3%3D%27Basuku+People+of+Democratic+Republic+of+Congo%27+OR+maker4%3D%27Basuku+People+of+Democratic+Republic+of+Congo%27+OR+maker5%3D%27Basuku+People+of+Democratic+Republic+of+Congo%27&current_record=1,2855aed8927c
Wood and pigment,Collection of California African American Museum,,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CFICitems%5CFIC200012%2E3%2Ejpg,"16.25"" x 5.5"" x 5""",Baule of the Côte dIvoire,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Baule+of+the+C%F4te+d%92Ivoire&whereclause=where+maker%3D%27Baule+of+the+C%F4te+d%92Ivoire%27+OR+cleanmaker%3D%27Baule+of+the+C%F4te+d%92Ivoire%27+OR+maker1%3D%27Baule+of+the+C%F4te+d%92Ivoire%27+OR+maker2%3D%27Baule+of+the+C%F4te+d%92Ivoire%27+OR+maker3%3D%27Baule+of+the+C%F4te+d%92Ivoire%27+OR+maker4%3D%27Baule+of+the+C%F4te+d%92Ivoire%27+OR+maker5%3D%27Baule+of+the+C%F4te+d%92Ivoire%27&current_record=1,1bef3e1d2e41
wood with plant fibers,"Gift of Dr. Bennett Jacoby, in memory of Barbara and Laura Jacoby",,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJACOBY%5CZ3%2EJPG,"24½"" x 7"" x 9""",Baule people of the Ivory Coast,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Baule+people+of+the+Ivory+Coast&whereclause=where+maker%3D%27Baule+people+of+the+Ivory+Coast%27+OR+cleanmaker%3D%27Baule+people+of+the+Ivory+Coast%27+OR+maker1%3D%27Baule+people+of+the+Ivory+Coast%27+OR+maker2%3D%27Baule+people+of+the+Ivory+Coast%27+OR+maker3%3D%27Baule+people+of+the+Ivory+Coast%27+OR+maker4%3D%27Baule+people+of+the+Ivory+Coast%27+OR+maker5%3D%27Baule+people+of+the+Ivory+Coast%27&current_record=1,a371958fe23f
oil and collage on canvas,California Afro-American Museum Foundation purchase,Cherries,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CCherries%2Ejpg,"30 x 46""",Benny Andrews,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Benny+Andrews&whereclause=where+maker%3D%27Benny+Andrews%27+OR+cleanmaker%3D%27Benny+Andrews%27+OR+maker1%3D%27Benny+Andrews%27+OR+maker2%3D%27Benny+Andrews%27+OR+maker3%3D%27Benny+Andrews%27+OR+maker4%3D%27Benny+Andrews%27+OR+maker5%3D%27Benny+Andrews%27&current_record=1,b498fc833135
Pen and ink drawing,Gift of Dr. and Mrs. Leon O. Banks,Burial (Georgia),http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDASFOT%7E1%5CFUNERAL%2EJPG,"20.5"" x 16""",Benny Andrews,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Benny+Andrews&whereclause=where+maker%3D%27Benny+Andrews%27+OR+cleanmaker%3D%27Benny+Andrews%27+OR+maker1%3D%27Benny+Andrews%27+OR+maker2%3D%27Benny+Andrews%27+OR+maker3%3D%27Benny+Andrews%27+OR+maker4%3D%27Benny+Andrews%27+OR+maker5%3D%27Benny+Andrews%27&current_record=2,9be78588848e
Acrylic on canvas,Gift of Dr. and Mrs. Bernard Kirsch,A Patch of Purple,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CCasey%5FPurple%2Ejpg,"36"" H x 24"" W",Bernie Casey,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Bernie+Casey&whereclause=where+maker%3D%27Bernie+Casey%27+OR+cleanmaker%3D%27Bernie+Casey%27+OR+maker1%3D%27Bernie+Casey%27+OR+maker2%3D%27Bernie+Casey%27+OR+maker3%3D%27Bernie+Casey%27+OR+maker4%3D%27Bernie+Casey%27+OR+maker5%3D%27Bernie+Casey%27&current_record=1,e34a0570c922
Sheet music,Gift of Anonymous donor,"""Three Little Words"" featured in Check and Double Check with Amos N Andy",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSheet%5Fmusic%5CRuben%5FAmosAndy%2Ejpg,"12"" H x 9"" W",Bert Kalmar and Harry Ruby,HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Bert+Kalmar+and+Harry+Ruby&whereclause=where+maker%3D%27Bert+Kalmar+and+Harry+Ruby%27+OR+cleanmaker%3D%27Bert+Kalmar+and+Harry+Ruby%27+OR+maker1%3D%27Bert+Kalmar+and+Harry+Ruby%27+OR+maker2%3D%27Bert+Kalmar+and+Harry+Ruby%27+OR+maker3%3D%27Bert+Kalmar+and+Harry+Ruby%27+OR+maker4%3D%27Bert+Kalmar+and+Harry+Ruby%27+OR+maker5%3D%27Bert+Kalmar+and+Harry+Ruby%27&current_record=1,1faa6372243d
"Mixed media, cloth",Gift of the Wives of the Bench and Bar,Floating Figure with Seven Spades,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSaar%5CSpades%2Ebmp,"14½ x 14½"" x ¾""",Betye Saar,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Betye+Saar&whereclause=where+maker%3D%27Betye+Saar%27+OR+cleanmaker%3D%27Betye+Saar%27+OR+maker1%3D%27Betye+Saar%27+OR+maker2%3D%27Betye+Saar%27+OR+maker3%3D%27Betye+Saar%27+OR+maker4%3D%27Betye+Saar%27+OR+maker5%3D%27Betye+Saar%27&current_record=1,eccbbab2de90
"wood, cloth, paint, mirror, plastic objects, transparency","CAAM Foundation Purchase, with funds provided by the City of Los Angeles, Cultural Affairs Department",Sambo's Banjo,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSaar%5CBanjo%2Ejpg,"41"" x 14.5"" x 4.5""",Betye Saar,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Betye+Saar&whereclause=where+maker%3D%27Betye+Saar%27+OR+cleanmaker%3D%27Betye+Saar%27+OR+maker1%3D%27Betye+Saar%27+OR+maker2%3D%27Betye+Saar%27+OR+maker3%3D%27Betye+Saar%27+OR+maker4%3D%27Betye+Saar%27+OR+maker5%3D%27Betye+Saar%27&current_record=2,0b56edd506f5
"ink and paper, serigraph",Gift of Mr. & Mrs. Nicholas Buzolich; Mr. & Mrs. Buzolich,Summer Garden,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSaar%5CSummer+Garden%2Ejpg,"21.5"" x 29"" x 0.75""",Betye Saar,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Betye+Saar&whereclause=where+maker%3D%27Betye+Saar%27+OR+cleanmaker%3D%27Betye+Saar%27+OR+maker1%3D%27Betye+Saar%27+OR+maker2%3D%27Betye+Saar%27+OR+maker3%3D%27Betye+Saar%27+OR+maker4%3D%27Betye+Saar%27+OR+maker5%3D%27Betye+Saar%27&current_record=3,ceb390f432b5
ink etching,Gift of Mr. & Mrs. Nicholas Buzolich; Mr. & Mrs. Buzolich,The Beastie Parade,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSaar%5CBeastie+Parade%2Ejpg,"10.75"" x 19.75"" x 1""",Betye Saar,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Betye+Saar&whereclause=where+maker%3D%27Betye+Saar%27+OR+cleanmaker%3D%27Betye+Saar%27+OR+maker1%3D%27Betye+Saar%27+OR+maker2%3D%27Betye+Saar%27+OR+maker3%3D%27Betye+Saar%27+OR+maker4%3D%27Betye+Saar%27+OR+maker5%3D%27Betye+Saar%27&current_record=4,ff7c69b2c9aa
ink etching,Gift of Mr. & Mrs. Nicholas Buzolich,Walking Girl with Bird,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSaar%5CWalking+Girl%2Ejpg,"12.75"" x 10.75"" x 1""",Betye Saar,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Betye+Saar&whereclause=where+maker%3D%27Betye+Saar%27+OR+cleanmaker%3D%27Betye+Saar%27+OR+maker1%3D%27Betye+Saar%27+OR+maker2%3D%27Betye+Saar%27+OR+maker3%3D%27Betye+Saar%27+OR+maker4%3D%27Betye+Saar%27+OR+maker5%3D%27Betye+Saar%27&current_record=5,d1c206f3ba4e
"wood, paper, paint, fabric, glass, feathers, fibers, beads, plastic objects","CAAM Foundation Purchase, with funds provided by the City of Los Angeles, Cultural Affairs Department",Nine Mojo Secrets,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSaar%5CMojo%2Ejpg,"49.75"" x 23.5"" x 1.75""",Betye Saar,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Betye+Saar&whereclause=where+maker%3D%27Betye+Saar%27+OR+cleanmaker%3D%27Betye+Saar%27+OR+maker1%3D%27Betye+Saar%27+OR+maker2%3D%27Betye+Saar%27+OR+maker3%3D%27Betye+Saar%27+OR+maker4%3D%27Betye+Saar%27+OR+maker5%3D%27Betye+Saar%27&current_record=6,b29c1ee3eaea
"paper, photograph, brass, butterfly wings",Gift of Dr. and Mrs. Leon O. Banks,For Rosey,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSaar%5CRosey%2Ejpg,"8½ "" x 7½""",Betye Saar,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Betye+Saar&whereclause=where+maker%3D%27Betye+Saar%27+OR+cleanmaker%3D%27Betye+Saar%27+OR+maker1%3D%27Betye+Saar%27+OR+maker2%3D%27Betye+Saar%27+OR+maker3%3D%27Betye+Saar%27+OR+maker4%3D%27Betye+Saar%27+OR+maker5%3D%27Betye+Saar%27&current_record=7,fb0343157ee4
Serigraph on Fabriano Rosaspina paper,Museum purchase,Magnolia Flower,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSaar%5CSaar%5FMagnoliaFlower%2Ejpg,"14.75"" H x 11"" W",Betye Saar,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Betye+Saar&whereclause=where+maker%3D%27Betye+Saar%27+OR+cleanmaker%3D%27Betye+Saar%27+OR+maker1%3D%27Betye+Saar%27+OR+maker2%3D%27Betye+Saar%27+OR+maker3%3D%27Betye+Saar%27+OR+maker4%3D%27Betye+Saar%27+OR+maker5%3D%27Betye+Saar%27&current_record=8,3804aefdf9c5
Serigraph on Fabriano Rosaspina paper,Museum purchase,Mother Catherine,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSaar%5CSaar%5FMotherCatherine%2Ejpg,"14.75"" H x 11"" W",Betye Saar,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Betye+Saar&whereclause=where+maker%3D%27Betye+Saar%27+OR+cleanmaker%3D%27Betye+Saar%27+OR+maker1%3D%27Betye+Saar%27+OR+maker2%3D%27Betye+Saar%27+OR+maker3%3D%27Betye+Saar%27+OR+maker4%3D%27Betye+Saar%27+OR+maker5%3D%27Betye+Saar%27&current_record=9,f779ee4b6712
Serigraph on Fabriano Rosaspina paper,Museum purchase,High John De Conqueror,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSaar%5CSaar%5FJohnConqueror%2Ejpg,"14.75"" H x 11"" W",Betye Saar,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Betye+Saar&whereclause=where+maker%3D%27Betye+Saar%27+OR+cleanmaker%3D%27Betye+Saar%27+OR+maker1%3D%27Betye+Saar%27+OR+maker2%3D%27Betye+Saar%27+OR+maker3%3D%27Betye+Saar%27+OR+maker4%3D%27Betye+Saar%27+OR+maker5%3D%27Betye+Saar%27&current_record=10,c382d69a252f
Serigraph on Fabriano Rosaspina paper,Museum purchase,The Conscience of the Court,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSaar%5CSaar%5FConscienceCourt%2Ejpg,"14.75"" H x 11"" W",Betye Saar,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Betye+Saar&whereclause=where+maker%3D%27Betye+Saar%27+OR+cleanmaker%3D%27Betye+Saar%27+OR+maker1%3D%27Betye+Saar%27+OR+maker2%3D%27Betye+Saar%27+OR+maker3%3D%27Betye+Saar%27+OR+maker4%3D%27Betye+Saar%27+OR+maker5%3D%27Betye+Saar%27&current_record=11,9442d7ab03a2
Serigraph on Fabriano Rosaspina paper,Museum purchase,Bone of Contention,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSaar%5CSaar%5FBoneContention%2Ejpg,"14.75"" H x 11"" W",Betye Saar,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Betye+Saar&whereclause=where+maker%3D%27Betye+Saar%27+OR+cleanmaker%3D%27Betye+Saar%27+OR+maker1%3D%27Betye+Saar%27+OR+maker2%3D%27Betye+Saar%27+OR+maker3%3D%27Betye+Saar%27+OR+maker4%3D%27Betye+Saar%27+OR+maker5%3D%27Betye+Saar%27&current_record=12,920b92324869
Serigraph on Fabriano Rosaspina paper,Museum purchase,Now You Cookin' with Gas,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSaar%5CSaar%5FCookin%2Ejpg,"14.75"" H x 11"" W",Betye Saar,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Betye+Saar&whereclause=where+maker%3D%27Betye+Saar%27+OR+cleanmaker%3D%27Betye+Saar%27+OR+maker1%3D%27Betye+Saar%27+OR+maker2%3D%27Betye+Saar%27+OR+maker3%3D%27Betye+Saar%27+OR+maker4%3D%27Betye+Saar%27+OR+maker5%3D%27Betye+Saar%27&current_record=13,26660c75f590
Leather-bound book with letter-press printing and serigraphs,Museum purchase,Bookmarks in the Pages of Life: Six short stories by Zora Neale Hurston with six original serigraphs by Betye Saar,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSaar%5CBookmarks%2Ebmp,"15.25"" H x 12"" W x 1"" D",Betye Saar [illustrator],VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Betye+Saar+%5Billustrator%5D&whereclause=where+maker%3D%27Betye+Saar+%5Billustrator%5D%27+OR+cleanmaker%3D%27Betye+Saar+%5Billustrator%5D%27+OR+maker1%3D%27Betye+Saar+%5Billustrator%5D%27+OR+maker2%3D%27Betye+Saar+%5Billustrator%5D%27+OR+maker3%3D%27Betye+Saar+%5Billustrator%5D%27+OR+maker4%3D%27Betye+Saar+%5Billustrator%5D%27+OR+maker5%3D%27Betye+Saar+%5Billustrator%5D%27&current_record=1,e6c19b047f2c
ink on paper,Gift of Patricia M. Moore,,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBlack%5FAmericana%5CBull+Durham%2Ejpg,"21.5"" H x 27"" W x 1"" D","Blackwell's Durham Tobacco Company, Inc.",HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Blackwell%27s+Durham+Tobacco+Company%2C+Inc%2E&whereclause=where+maker%3D%27Blackwell%27%27s+Durham+Tobacco+Company%2C+Inc%2E%27+OR+cleanmaker%3D%27Blackwell%27%27s+Durham+Tobacco+Company%2C+Inc%2E%27+OR+maker1%3D%27Blackwell%27%27s+Durham+Tobacco+Company%2C+Inc%2E%27+OR+maker2%3D%27Blackwell%27%27s+Durham+Tobacco+Company%2C+Inc%2E%27+OR+maker3%3D%27Blackwell%27%27s+Durham+Tobacco+Company%2C+Inc%2E%27+OR+maker4%3D%27Blackwell%27%27s+Durham+Tobacco+Company%2C+Inc%2E%27+OR+maker5%3D%27Blackwell%27%27s+Durham+Tobacco+Company%2C+Inc%2E%27&current_record=1,1f7ce7d8ef81
Wood and pigment,"Gift of Dr. Bennett Jacoby, in memory of Barbara and Laura Jacoby",,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJACOBY%5CD8%2EJPG,"77"" H x 9""W  x 7"" D",Bobo of the Ivory Coast,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Bobo+of+the+Ivory+Coast&whereclause=where+maker%3D%27Bobo+of+the+Ivory+Coast%27+OR+cleanmaker%3D%27Bobo+of+the+Ivory+Coast%27+OR+maker1%3D%27Bobo+of+the+Ivory+Coast%27+OR+maker2%3D%27Bobo+of+the+Ivory+Coast%27+OR+maker3%3D%27Bobo+of+the+Ivory+Coast%27+OR+maker4%3D%27Bobo+of+the+Ivory+Coast%27+OR+maker5%3D%27Bobo+of+the+Ivory+Coast%27&current_record=1,77fe83fc067c
Photograph,(Attributed to) Gift of Wayne & Shelby Kostman,Prof. R. B. Smith,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CFICitems%5CFIC20015%2E4%2Ejpg,"6½ x 4¼""",Brittingham & Willyerd,HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Brittingham+%26+Willyerd&whereclause=where+maker%3D%27Brittingham+%26+Willyerd%27+OR+cleanmaker%3D%27Brittingham+%26+Willyerd%27+OR+maker1%3D%27Brittingham+%26+Willyerd%27+OR+maker2%3D%27Brittingham+%26+Willyerd%27+OR+maker3%3D%27Brittingham+%26+Willyerd%27+OR+maker4%3D%27Brittingham+%26+Willyerd%27+OR+maker5%3D%27Brittingham+%26+Willyerd%27&current_record=1,d98de0f547d2
printed paper,Museum purchase,,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CElla+Fitzgerald%5CElla%2Ebmp,"10"" H x 8"" W",Bruno of Hollywood,HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Bruno+of+Hollywood&whereclause=where+maker%3D%27Bruno+of+Hollywood%27+OR+cleanmaker%3D%27Bruno+of+Hollywood%27+OR+maker1%3D%27Bruno+of+Hollywood%27+OR+maker2%3D%27Bruno+of+Hollywood%27+OR+maker3%3D%27Bruno+of+Hollywood%27+OR+maker4%3D%27Bruno+of+Hollywood%27+OR+maker5%3D%27Bruno+of+Hollywood%27&current_record=1,a612b3f46514
Photograph,Gift of Meredith Livingston,,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CHazel+Scott%5CScott+in+1942%2Ejpg,"10"" H x 8"" W","Bruno of Hollywood, NYC",HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Bruno+of+Hollywood%2C+NYC&whereclause=where+maker%3D%27Bruno+of+Hollywood%2C+NYC%27+OR+cleanmaker%3D%27Bruno+of+Hollywood%2C+NYC%27+OR+maker1%3D%27Bruno+of+Hollywood%2C+NYC%27+OR+maker2%3D%27Bruno+of+Hollywood%2C+NYC%27+OR+maker3%3D%27Bruno+of+Hollywood%2C+NYC%27+OR+maker4%3D%27Bruno+of+Hollywood%2C+NYC%27+OR+maker5%3D%27Bruno+of+Hollywood%2C+NYC%27&current_record=1,e9176f38c624
Carved and painted wood with dyed raffia,Gift of Dr. and Mrs. Melvin Silverman,,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSilverman%5CBundu%2Ejpg,"15""","Bundu Society, Mende people of Sierra Leone",VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Bundu+Society%2C+Mende+people+of+Sierra+Leone&whereclause=where+maker%3D%27Bundu+Society%2C+Mende+people+of+Sierra+Leone%27+OR+cleanmaker%3D%27Bundu+Society%2C+Mende+people+of+Sierra+Leone%27+OR+maker1%3D%27Bundu+Society%2C+Mende+people+of+Sierra+Leone%27+OR+maker2%3D%27Bundu+Society%2C+Mende+people+of+Sierra+Leone%27+OR+maker3%3D%27Bundu+Society%2C+Mende+people+of+Sierra+Leone%27+OR+maker4%3D%27Bundu+Society%2C+Mende+people+of+Sierra+Leone%27+OR+maker5%3D%27Bundu+Society%2C+Mende+people+of+Sierra+Leone%27&current_record=1,130e6c9b48c8
Wood and pigment,"Gift of Dr. Bennett Jacoby, in memory of Barbara and Laura Jacoby",,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJACOBY%5CZ2%2EJPG,"70"" H x 11"" W x 3"" D",Bwa people of the Côte dIvoire/Burkina Faso,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Bwa+people+of+the+C%F4te+d%92Ivoire%2FBurkina+Faso&whereclause=where+maker%3D%27Bwa+people+of+the+C%F4te+d%92Ivoire%2FBurkina+Faso%27+OR+cleanmaker%3D%27Bwa+people+of+the+C%F4te+d%92Ivoire%2FBurkina+Faso%27+OR+maker1%3D%27Bwa+people+of+the+C%F4te+d%92Ivoire%2FBurkina+Faso%27+OR+maker2%3D%27Bwa+people+of+the+C%F4te+d%92Ivoire%2FBurkina+Faso%27+OR+maker3%3D%27Bwa+people+of+the+C%F4te+d%92Ivoire%2FBurkina+Faso%27+OR+maker4%3D%27Bwa+people+of+the+C%F4te+d%92Ivoire%2FBurkina+Faso%27+OR+maker5%3D%27Bwa+people+of+the+C%F4te+d%92Ivoire%2FBurkina+Faso%27&current_record=1,4b4868bd2623
Laminated plastic,Gift of Ethel Arnold Bradley and daughters,,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CTOMBRA%7E1%5CBRADCDL%2EJPG,"3.375"" H x 2.0125"" W",California Department of Motor Vehicles,HISTORY,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+California+Department+of+Motor+Vehicles&whereclause=where+maker%3D%27California+Department+of+Motor+Vehicles%27+OR+cleanmaker%3D%27California+Department+of+Motor+Vehicles%27+OR+maker1%3D%27California+Department+of+Motor+Vehicles%27+OR+maker2%3D%27California+Department+of+Motor+Vehicles%27+OR+maker3%3D%27California+Department+of+Motor+Vehicles%27+OR+maker4%3D%27California+Department+of+Motor+Vehicles%27+OR+maker5%3D%27California+Department+of+Motor+Vehicles%27&current_record=1,111525c93186
Cast bronze,"Gift of the artist, in honor of Rev. Elliott James Mason",He's Got the Whole World in His Hands,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CWorld%2Ebmp,"29.25 x 13 x 8.5""",Carroll Harris Simms,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Carroll+Harris+Simms&whereclause=where+maker%3D%27Carroll+Harris+Simms%27+OR+cleanmaker%3D%27Carroll+Harris+Simms%27+OR+maker1%3D%27Carroll+Harris+Simms%27+OR+maker2%3D%27Carroll+Harris+Simms%27+OR+maker3%3D%27Carroll+Harris+Simms%27+OR+maker4%3D%27Carroll+Harris+Simms%27+OR+maker5%3D%27Carroll+Harris+Simms%27&current_record=1,d281b127bd98
Wood and patina,"Gift of Dr. Michel N. Jacoby, in memory of Barbara and Laura Jacoby",,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJACOBY%5C1054%2Ejpg,"28½"" x 12"" x 10""",Chamba of Nigeria,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Chamba+of+Nigeria&whereclause=where+maker%3D%27Chamba+of+Nigeria%27+OR+cleanmaker%3D%27Chamba+of+Nigeria%27+OR+maker1%3D%27Chamba+of+Nigeria%27+OR+maker2%3D%27Chamba+of+Nigeria%27+OR+maker3%3D%27Chamba+of+Nigeria%27+OR+maker4%3D%27Chamba+of+Nigeria%27+OR+maker5%3D%27Chamba+of+Nigeria%27&current_record=1,5de1c25e3475
Wood and pigment,"Gift of Dr. Michel N. Jacoby, in memory of Barbara and Laura Jacoby",,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJACOBY%5CG16%2EJPG,"19 x 6½""",Chamba people of Nigeria,VISUAL ART,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Chamba+people+of+Nigeria&whereclause=where+maker%3D%27Chamba+people+of+Nigeria%27+OR+cleanmaker%3D%27Chamba+people+of+Nigeria%27+OR+maker1%3D%27Chamba+people+of+Nigeria%27+OR+maker2%3D%27Chamba+people+of+Nigeria%27+OR+maker3%3D%27Chamba+people+of+Nigeria%27+OR+maker4%3D%27Chamba+people+of+Nigeria%27+OR+maker5%3D%27Chamba+people+of+Nigeria%27&current_record=1,393181257a28
