description,title,artist,credit,materials,image_URL,dimensions,EA_id
"1 pair of zori (slippers) : straw, yarn ; each, 8.5 x 3.25 in.  Slippers composed of multicolored yarn and straw woven around a bulrush framework with green fabric toe loops anchoring twisted straw and yarn straps to front of sandal; green fabric and straw weave at heel.  Two pieces: right (A) and left (B) side.","Multicolored yarn and straw zori, Hanalei, Kauai, 1985","Tasaka, Kenichi",Gift of Barbara Kawakami,straw; yarn; fabric,http://media.janm.org/collections/janm_2004.1.65_a.jpg; http://media.janm.org/collections/janm_2004.1.65_detail_a.jpg,"L: 8.5 in, W: 3.25 in",ec24db26d0c3
"2 negatives : b&amp;w; ; 4 x 5 in.  Published in Rafu Shimpo, December 7, 1970, English and Japanese sections.  Yutaka Katayama, president of Datsun Motors, and Miyoko Komori receive Grand Marshal and Sweepstakes award trophies for their joint float entry in the 39th annual Santa Claus Lane Christmas parade from Lee W. Mohr of Hollywood Chamber of Commerce at Imperial Dragon restaurant in Little Tokyo, Los Angeles, California, December 6, 1970.  Includes a graying Japanese man and a Japanese woman in a kimono holding trophies standing with a smiling Caucasian man in suit with people seated at table in background, and same Caucasian man shaking hands with an older Japanese man holding a letter from the Hollywood Chamber of Commerce.","Datsun Motors and the Miyoko Komori dancers receiving Santa Claus Lane trophies from Hollywood Chamber of Commerce at Imperial Dragon, Los Angeles, California, December 6, 1970",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.1178_1_a.jpg,,3b2b207fda37
"1 photographic print : b&amp;w; ; 5 x 7 in.  1 negative : b&amp;w; ; 4 x 5 in.  Studio portrait of five young women surrounding a young man dressed as Santa Claus to promote the 24th annual Chi Alpha Delta Christmas benefit dance, ""A Moment of Winter Magic"", to be held at the Wilshire Hyatt House, Los Angeles, California, December 3, 1970.   Three young women laugh as one young woman, right, looks into bag on Santa's lap as he smiles up at her.  They are identified: Debbie Kubota, Dianne Nitta, Steve Nishimura, Naomi Uyekawa, and Anne Kokawa.","Chi Alpha Delta Christmas benefit dance, Los Angeles, California, December 3, 1970","Miyatake, Toyo","Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.1177_1_p_a.jpg,,0ae4e8400c71
"1 negative : b&amp;w; ; 4 x 5 in.  2 negatives : b&amp;w; 120 mm.  Published in Rafu Shimpo, December 19, 1970, holiday supplement.  Three distinct images for Rafu Shimpo holiday issue of two people looking over shoulder of a man seated at desk (Published), an older Japanese couple seated on a couch, and an older couple with woman standing next to seated man and lamp in background.<br>3N: Irving S. Sato, president of the Council of State Directors of Programs for the Gifted, sits at a desk looking at a list of gifted students as a Japanese woman and bearded Caucasian look over his shoulders.","Man at desk -- older couple on couch -- older couple with lamp, California, December 8, 1970",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.1179_3_a.jpg,,d21765183f5f
"1 photographic print : b&amp;w; ; 5 x 7 in.  1 negative : b&amp;w; ; 4 x 5 in.  Published in Rafu Shimpo, November 21, 1970, Japanese section.  Consul General of Japan Kanji Takasugi presents a thank you letter from President Richard Nixon to Shoun Igarashi for his Byobu screen at the Consul General's office in Los Angeles, California, November 20, 1970.   Dressed in eyeglasses and suit, white-haired Takasugi, left, and balding Igarashi in kimono, who stands in profile, hold letter and envelope mounted on a folder; couch, lamp, and framed Japanese artwork in background.","Consul General of Japan Kanji Takasugi presenting letter from President Nixon to Shoun Igarashi at Consul General office, Los Angeles, California, November 20, 1970","Miyatake, Toyo","Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.1175_1_p_a.jpg,,87b92a9b37f6
"1 photographic print : b&amp;w; ; 5 x 7 in.  1 negative : b&amp;w; ; 4 x 5 in.  Published in Rafu Shimpo, November 24, 1970, Japanese section.  Studio half-portrait of married couple, Iri and Toshiko Maruki, who are artists, in Little Tokyo, Los Angeles, California, November 21, 1970.   Balding man with full, graying beard and eyeglasses in suit sits at right behind woman in light colored suit and two-strand necklace.","Iri and Toshiko Maruki, half-portrait, Los Angeles, California, November 21, 1970",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.1176_1_p_a.jpg,,e5f4f41f9c07
"2 negatives : b&amp;w; ; 120 mm.  Published in Rafu Shimpo, November 12, 1970.  Dancer Yuriko Amemiya and her dance company arrive and are greeted by representatives of Pacific Southwest District Council of Japanese American Citizens' League (JACL) at Los Angeles International Airport (LAX), Los Angeles, California, November 4, 1970.  Includes Amemiya in patterned tunic and hair in bun receiving a bouquet of flowers from a woman in leather jacket, Mrs. Toy Kanegai of West Los Angeles (WLA) JACL, flanked by George Takei and another man, and Amemiya surrounded by nine Japanese, Caucasian and African American men and women.","Dancer Yuriko Amemiya arriving at Los Angeles International Airport, Los Angeles, California, November 11, 1970","Miyatake, Toyo","Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.1173_1_a.jpg,Neg Type: 120.00 mm,c0aaeb27dec6
"2 negatives : b&amp;w.; ; 120 mm.  Published in Rafu Shimpo, November 19, 1970.  Law students of the Asian American Admission Program at Loyola University School of Law in Los Angeles, November 12, 1970.  Includes two mustached men in eyeglasses, one holding books standing in front of chalkboard, and five men and one woman standing in a stairwell looking at piece of paper, Ernest Nakano, David Doi, Suey Wong, Gerald Kitano (Director of Asian American Legal Services), Gilbert Nishimura, Bill Hom.","Asian American Admission Program at Loyola University School of Law, Los Angeles, California, November 12, 1970","Miyatake, Toyo","Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.1174_2_a.jpg,Neg Type: 120.00 mm,93ab433d038f
"Abstract of overlapping and three-dimensional shapes in hues of pink, green, red, blue, purple, orange, brown, gray and black on white background.  Large almond-like form, upper left, with large pink shape next to green and brown scale design.  Two three-dimensional checkerboards, center right: yellow and gray hued checkerboard with pink, green, purple, blue and black hued checkerboard layered on top.",Untitled,"Date, Hideo",Gift of Hideo Date,acrylic; paper,http://media.janm.org/collections/janm_99.111.92_a.jpg,"H: 22.5 in, W: 30.5 in",7882a4255bf3
"Abstract in hues of green, red, blue, yellow, orange, brown, purple, black on white background.  Dark red triangular form, upper right, appears next to large green form with point at top and open end that fades to background at bottom.  Black and white keyboard design at center on black form, above curved yellow form with orange bottom.  Red hued tiled design within brown curved spiked form, bottom.",Untitled,"Date, Hideo",Gift of Hideo Date,acrylic; paper,http://media.janm.org/collections/janm_99.111.61_a.jpg,"H: 22.5 in, W: 30.5 in",d6e0e279cc91
"Matted and unframed.  Abstract in black and white on white background.  Large black form with white line designs, center to lower right edge; the word ""DATE"" is visible near right edge; fishbone-like forms extend out toward two white and black forms at left and bottom.  Granulated black dot design appears above at right edge.  Linear designs appear at top.",Untitled,"Date, Hideo",Gift of Hideo Date,ink; paper,http://media.janm.org/collections/janm_99.111.26_a.jpg,"H: 18 in, W: 13 in",fe23bfdb5af0
"3 negatives : b&amp;w; 120 mm.  Tribute to Reverend Herbert V. and Mrs. Madelaine W. Nicholson on their golden wedding anniversary held at Free Methodist Church in California, January 31, 1971.  The Nicholsons wore leis of folded origami cranes.  Includes Rev. Nicholson giving a speech at a podium with microphone; large crowd eating at tables inside sanctuary with banner in Japanese on wall; a man presenting a plaque, ""To honor Herbert V. Nicholson and Madelaine W. Nicholson on the occasion of their golden wedding anniversary and in appreciation of their dedicated Christian service to the people of Japanese ancestry, from the Church Federation of Southern California, Japanese Americans, January 31, 1971,"" to elder Caucasian couple.","Fiftieth anniversary of Reverend Herbert V. and Mrs. Madelaine W. Nicholson at Free Methodist Church, Los Angeles, California, January 31, 1971",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.1200_3_a.jpg,Neg Type: 120.00 mm,e7db7a9557bd
"1 negative : b&amp;w; ; 4 x 5 in.  Story published in Rafu Shimpo, January 28, 1971.  Studio portrait of five young men in band, ""Beaudry Express,"" Los Angeles, California, January 26, 1971.  Three men sit in front row, Grayson Izumi (organ), Norman Quon (rhythm guitar), Marty Tatsumi (lead guitar), and two stand and lean on shoulders of men in front, Bob Chogyoji (guitar) and Peter Fong (drums).  They are dressed casually in button down shirts.","Beaudry Express, portrait, Los Angeles, California, January 26, 1971","Miyatake, Toyo","Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.1199_1_a.jpg,,6ea1cbacaaf0
"3 negatives : b&amp;w; ; 120 mm.  Published in Rafu Shimpo, January 25, 1971.  Japanese American Republicans (JAR) of Southern California installation dinner featuring Edwin Hiroto, candidate for State Senate, held at Imperial Dragon restaurant in Little Tokyo, Los Angeles, California, January 24, 1971.  Includes Hiroto, center, shaking hands with 1971 JAR president Ben Fujita as William Marumoto observes in front of poster, ""Elect Edwin C. Hiroto State Senator,"";  people eating and drinking around table, including Michael Van Horn, Hiroto, Fujita, Marumoto, and Soichi Fukui, drinking second from right, below banner, ""Japanese American""; and two men, Fujita and Marumoto, shaking hands.","Japanese Ameerican Republican installation dinner at Imperial Dragon, Los Angeles, California, January 24, 1971","Miyatake, Toyo","Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.1198_1_a.jpg,Neg Type: 120.00 mm,9ce1bb7336ec
"1 negative : b&amp;w; ; 4 x 5 in.  Published in Rafu Shimpo, January 25, 1971, Japanese section.  Torao Mori Memorial Kendo Tournament or Taikai, held at Koyasan Buddhist Temple in Little Tokyo, Los Angeles, California, January 24, 1971.  Five men and a woman pose in two rows behind a table with framed photograph of Mori in Kendo gear on a table and a banner in background.  Men in suits sit on metal folding chairs below a banner, ""Memorial Kendo Tournament"", in English and Japanese taped to wall in background left.  They are identified (left to right): first row, Mr. Toshioka, Mrs. Mori, Mr. Ogasawara; second row, Chris Mori (eldest son of Mori), Mr. Nakahara (Director of Kendo Federation), and Mr. Kawaguchi (Director of Southern California Kendo Federation).","Torao Mori Memorial Kendo Tournament at Koyasan Buddhist Temple, Los Angeles, California, January 24, 1971",Rafu Shimpo,"Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.1197_1_a.jpg,,c9d375ac17b5
"5 negatives : b&amp;w; ; 120 mm.  Published in Rafu Shimpo, January 30, 1971.  Los Angeles-Nagoya Sister City Affliliation New Year party held at the Department of Water &amp; Power (DWP) in Los Angeles, California, January 19, 1971.<br>1N: Los Angeles Mayor Sam Yorty shakes hands with host Tad Ikemoto, flanked by three men, Robert H. Takeuchi, Consul General of Japan Kanji Takasugi, and Los Angeles Councilman Robert M. Wilkinson.  Ikemoto wears a ""Host"" ribbon on his lapel. (Published)<br>2N: People viewing Japanese cultural display in lobby of DWP.  African American man and Caucasian man stand at right behind stanchion looking at display of dolls and bonsai at left.<br>3N: People socializing in lobby of DWP where Japanese cultural display is located.  Tail of carp, or koinobori, hangs from upper level.  Ikebana on tables along wall at left.  Men wear suits and women are in dresses and kimonos.<br>4N: Three men in suits stand side by side holding a plaque, ""Simon E. Russen"".  Japanese man wearing multicolored necktie stands in center with ""Host"" ribbon on lapel, flanked by two Caucasian men.  Man on left wears a ""Host"" ribbon.<br>5N: Los Angeles Mayor Sam Yorty speaks to Japanese and Caucasian audience.  Dressed in suit, Yorty stands behind podium with microphone at head table in foreground.  Audience in background.","Los Angeles-Nagoya Sister City Affiliation New Year party at Department of Water & Power, Los Angeles, California, January 19, 1971","Miyatake, Toyo","Photograph by Toyo Miyatake Studio, Gift of the Alan Miyatake Family",,http://media.janm.org/collections/janm_96.267.1195_5_a.jpg,Neg Type: 120.00 mm,dfe022d553b2
