title,sourceURL,imageURL,artist,nationality,materials,dimensions,creationDate,galleryLabel,provenance,relatedArtworksURL,relatedArtworksTitle,birthDate,deathDate,EA_id
Dorothy,http://www.imamuseum.org/art/collections/artwork/dorothy-chase-william-merritt,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/6a/6a312aa5-95be-4f08-8f40-e9ddcb226593.jpg,William Merritt Chase,American,oil on canvas,,1902,"Chase relished painting his family, and the pictures of his wife and daughters are among his most memorable canvases.
This portrait of Chase's daughter Dorothy is one of several full-length images with subdued color schemes and unadorned backgrounds that he painted between 1886 and 1902.",Purchased from the artist at the Exhibition of Indiana Art in Tomlinson Hall 1903,,,1849,1916,1df5c8f1f6c2
The Young Artist,http://www.imamuseum.org/art/collections/artwork/young-artist-burnham-thomas-mickell,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/84/847099b8-9f82-4b33-8cfb-3ffb43bf12c1.jpg,"Burnham, Thomas Mickell",American,oil on canvas,,1840,,,,,1818,1866,0d809fae911f
Summer Pastorale (View of Kallenfels),http://www.imamuseum.org/art/collections/artwork/summer-pastorale-view-kallenfels-whittredge-worthington,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/64/642f6c61-a57d-4634-971a-d6cf2f152235.jpg,"Whittredge, Worthington",American,oil on canvas,,1853,"The dark, brooding tone is typical of Whittredge's German work.
Summer Pastorale is probably a compilation of two views of Kallenfels recorded in sketches.
In 1849 Whittredge traveled to D鐪塻seldorf, Germany and spent time painting in the Harz Mountains.",The piece was owned by Mrs. Buchner W. Anderson in Cincinnati.  It was purchased by Paul North Jr. in 1954.  The John Herron Art Museum purchased the work in 1954.,,,1820,1910,06c02c59dba6
Girl at the Piano: Recording Sound,http://www.imamuseum.org/art/collections/artwork/girl-piano-recording-sound-theodore-roszak,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/fb/fb62bc80-1a08-4f73-bfd3-0aafb6a37166.jpg,"Roszak, Theodore",American,oil on canvas,37 x 48 in.,1935,"In this canvas, Roszak combined geometric abstraction, Surrealism, and his fascination with technology to create visual descriptions of sound.
Roszak, a skilled violinist, depicts the act of music making and the machine capable of recording it.",,,,1907,1981,abb2731e5df9
Morning at Grand Manan,http://www.imamuseum.org/art/collections/artwork/morning-grand-manan-bricher-alfred-thompson,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/8d/8d88de1e-3818-46c5-aeca-969bb0400c2b.jpg,"Bricher, Alfred Thompson",American,oil on canvas,,1878,"Morning at Grand Manan is a prime example of Luminism, a style characterized by tranquil landscapes, barely visible brushstrokes, precisely rendered detail and glowing light.
Bricher favored working along the North Atlantic coast, including Grand Manan Island, a summer resort in New Brunswick, Canada.",The artist; Vose Gallery 1878; IMA 1970,,,1837,1908,7fa5ff88fd7c
The Flight of Europa,http://www.imamuseum.org/art/collections/artwork/flight-europa-manship-paul,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/48/48968a4a-73d0-4b7d-aee0-ed9f11b21f70.jpg,"Manship, Paul",American,gilt bronze on agate base,25 x 30 1/2 x 8 1/4 in. (including base),1925,"Manship achieves a witty interpretation of the classical myth of Europa, abducted by Zeus who transformed himself into a bull to carry her across the sea.
The rhythmic composition sets horizontal against vertical and speed versus stillness, as the bull's horns, tail and legs oppose Europa's upright stance.",,,,1885,1966,a23527dcb514
Woodcutters in Windsor Park,http://www.imamuseum.org/art/collections/artwork/woodcutters-windsor-park-west-benjamin,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/69/6901db54-9bea-4edd-9d62-1884f44b8c6b.jpg,"West, Benjamin",American,oil on canvas,26 1/2 x 35 in.,1795,"Born in Pennsylvania, Benjamin West studied painting in Rome in his early twenties and moved to England in 1763, where he remained for the rest of his career. The setting for this landscape is the Queen's Lodge in the Great Park at Windsor, where woodcutters are shown making a clearing to provide a ""view."" Such vistas were an essential part of 18th-century English landscape design. The landscape was painted the same year West began work on a major cycle of decorations for the chapel at Windsor Castle.","(back to top)Provenance Research is on-going at the Indianapolis Museum of Art, and information will be added to this record as research is completed. Please contact Annette Schlagenhauff, Assoc. Curator of Research, at aschlagenhauff@imamuseum.org with any questions.",,,1738,1820,9681d3c61166
Ideal Head,http://www.imamuseum.org/art/collections/artwork/ideal-head-hunt-william-morris,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/a4/a4b156d0-a337-4150-93a6-9ab0ca081ff6.jpg,"Hunt, William Morris",,oil on paper mounted on canvas,,about 1865,"Hunt閳ユ ?studies in Europe in the 1840s and  ?0s brought him into contact with Jean Fran鑾給is Millet and the Barbizon School.
Hunt returned to America in 1855 and settled in Boston in 1862.
The Renaissance costume of this figure suggests a growing interest in that historical period, one that was also reflected in furniture and other decorative arts of the 1860s and  ?0s.",,,,,,5c62f7e39967
The Olive Grove,http://www.imamuseum.org/art/collections/artwork/olive-grove-sargent-john-singer,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/28/285c32a9-c8bf-438f-a3c6-9746e9b0ebe5.jpg,John Singer Sargent,American,oil on canvas,,about 1910,"The Olive Grove was probably painted on the Greek isle of Corfu during one of Sargent's trips to the Mediterrean. ?The image depicts a group local people gathering olives in baskets.
Sargent was a noted portrait painter during the late 19th century,鑱絘nd turned increasing to landscape painting in the early 20th century.",,,,1856,1925,91f0d54ae69f
Portrait of Eliza C. Ayres,http://www.imamuseum.org/art/collections/artwork/eliza-c-ayres-,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/c1/c18260c5-47ef-45b7-b973-98e2251a7508.jpg,,,oil on canvas,,about 1840,,,,,,,1f0d2cadf1c7
Woman in White,http://www.imamuseum.org/art/collections/artwork/woman-white-bobbs-ruth-pratt,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/3e/3e3ca84a-da82-4990-b6e7-8eb57ff10aa2.jpg,Ruth P. Bobbs,American,oil on canvas,,about 1902-1907,,,,,1884,1973,05c5c921710e
Souvenir of the Columbian Exposition,http://www.imamuseum.org/art/collections/artwork/souvenir-columbian-exposition-atkinson-jacob,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/94/943efd2c-3c0a-4993-8e60-5ecd169b401a.jpg,Jacob Atkinson,American,oil on canvas,12 x 16 1/8 in.,1893,,,,,1864,1938,b44b1f7b0f18
"Rondout, New York",http://www.imamuseum.org/art/collections/artwork/rondout-new-york-dabo-leon,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/39/3971bb2d-964e-465e-9a53-2e6cafc6aebe.jpg,"Dabo, Leon",American,oil on canvas,,about 1907,"Twinkling lights on the distant shore mixed with dark tonal harmonies create a moody twilight landscape.
The expressive, linear brushwork may have been derived from the study of Asian painting.
Dabo described his landscapes as 閳ユ笡retexts for beautiful color arrangements. ?,,,,,blue,boat,lake,landscape,mistfog,,,,,,,,,sea,seascape,seaside,shore,sublime,sunsetting,water,weed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Polling Landscape,http://www.imamuseum.org/art/collections/artwork/polling-landscape-duveneck-frank,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/2c/2ccc6544-df6a-4aeb-859d-8ae712bdba6e.jpg,Duveneck"," Frank""",1848-1919,oil on canvas,1868,1960,1b95636c300f
Portrait of Dr. James E. B. Finley,http://www.imamuseum.org/art/collections/artwork/portrait-dr-james-e-b-finley-morse-samuel-finley-breese,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/fe/fe9304e3-fee1-49df-bf67-c24e3c076ebf.jpg,"Morse, Samuel Finley Breese",,oil on canvas,,,"Morse painted Finley in the typical dark tonalities and plain background favored for Colonial portraits.
Attention is drawn to the sitter's face through the use of light and the white shirt collar.
Morse is best known as the inventor of the telegraph, but he was also an established artist.","The painting was given to Dr. James E.B. Finley by his nephew, Samuel F.B. Morse.  It remained in the family until Finley's great-granddaughter Mrs. E. Vernon Hahn (Maruetta Finley Hahn) donated it to the museum.  The painting is signed by various owners (Mrs. Leighton Finley, Mrs. M.D. Finley, Dr. James E. Finley)",,,,,e0beb353fbc0
Pelvis with Distance,http://www.imamuseum.org/art/collections/artwork/pelvis-distance-okeeffe-georgia,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/b1/b198ba39-73fe-474b-a0ab-3d8e7597e3d7.jpg,"O&#039;Keeffe, Georgia",American,oil on canvas,23 7/8 x 29 3/4 in.,1943,"The radical manipulation of perspective and scale, and the strong but elegant contours of the bone, exemplify O'Keeffe's genius for capturing the essential forms of nature.
In 1929 O'Keeffe began to summer in New Mexico, where the colors, shapes, and vistas of the Southwest became central to her work.",Purchased from the artist by Caroline Fesler; Anne Marmon Greenleaf 1960; donated to the IMA 1977,,,1887,1986,0d70b922dbc1
Grey Hills,http://www.imamuseum.org/art/collections/artwork/grey-hills-okeeffe-georgia,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/da/da23657a-ad4d-41a5-887c-384c64a66186.jpg,"O&#039;Keeffe, Georgia",American,oil on canvas,,1941,"Like all her magnified views, the hills of O'Keeffe's New Mexico landscapes threaten to burst the bounds of the frame.
O'Keeffe painted this canvas during a trip to a desolate region of New Mexico.
The artist was a modernist painter associated with Alfred Stieglitz and his New York galleries.",Purchased from the artist by Caroline Fesler,,,1887,1986,946c6c3580fe
The Pioneers,http://www.imamuseum.org/art/collections/artwork/pioneers-shaw-joshua,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/27/275cb30e-5ee4-43eb-aa97-4c652404785a.jpg,Joshua Shaw,American,oil on canvas,,about 1838,"The Pioneers resemble a style of British landscape painting known as ""picturesque,"" which features images such as the shadowy valley, rugged woodcutters, twisted trees and romantic stone ruins.
English-born Shaw painted the branches and leaves with a delicate touch.",The piece was purchased from the Robert Rice Gallery in Houston in 1979,,,1776,1861,602757dc121c
Ruth Gleaning,http://www.imamuseum.org/art/collections/artwork/ruth-gleaning-rogers-randolph,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/38/384f3665-0a6f-41cd-8af2-c794f8629d0f.jpg,"Rogers, Randolph",American,marble on plum marble pedestal,35 1/2 x 20 x 20 in.,"modeled 1853, carved 1860","The statue's elegant face and poised bearing have the grace and dignity of the neo-classical ideal.
Rogers was a member of the neo-classical movement considered to be America's first native school of sculpture.
Ruth was an Old Testament heroine who left her birthplace and settled in Israel, uttering the words, ""Whither thou goest, I will go.""","Purchased in Italy in the mid-1930s; collection of gaetano Lancellotti, Rhode Island until 1987; sold to the museum through Conner-Rosenkranz",,,1825,1892,6cf186765435
Still Life with Fish,http://www.imamuseum.org/art/collections/artwork/still-life-fish-chase-william-merritt,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/55/55041c4e-2dd4-48ba-940f-39869e3e9d5b.jpg,William Merritt Chase,American,oil on canvas,,about 1910,"This balanced composition set against a dark background reflects Chase's Munich training.
Famous for his rapid technique, Chase claimed he could return at least one fish to market fresh enough to be sold.",,,,1849,1916,6574e22b6557
Loch Long,http://www.imamuseum.org/art/collections/artwork/loch-long-duncanson-robert-scott,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/b9/b98833e4-c80d-4065-a949-4385b5989405.jpg,"Duncanson, Robert Scott",American,oil on canvas,,1867,"This scene is typical of Hudson River School painting in its inclusion of small figures, misty mountains, sun-dappled shore, and expansive vista.
Duncanson produced a series of Scottish landscapes stimulated by his travels and the literature of Sir Walter Scott.","Private Collection; Visalia, Purchased by the IMA from Butterfields and Butterfields in San Francisco, CA in 1997",,,1821,1872,328e2efd89da
Louisa Fletcher,http://www.imamuseum.org/art/collections/artwork/louisa-fletcher-blumenschein-mary-shepard-greene,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/5c/5c715cc9-71c4-4fea-b3cb-7ed044e39791.jpg,Mary S. Blumenschein,American,oil on canvas,,1912,"Louisa seems an assured, engaging model in her fashionable empire-cut gown.
Louisa was the daughter of Indianapolis banker Stoughton Fletcher and wife of Hoosier author Booth Tarkington, whom she divorced in 1911.
The artist and Louisa were friends with a mutual interest in art.",,http://www.imamuseum.org/art/collections/artwork/portrait-german-tragedian-blumenschein-ernest-leonard,Portrait of a German Tragedian,1869,1958,024acc4385ad
Acrobat,http://www.imamuseum.org/art/collections/artwork/acrobat-lachaise-gaston,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/39/396356b4-6cd5-4619-a8dd-a5798f1d16d1.jpg,"Lachaise, Gaston",,bronze with brass plating,H: 17 in.,1928,"Acrobat accentuates male strength and is a study of the body in balance.
Lachaise's interest in unconventional poses and distortion of forms links him to the Modernist Movement.
The artist is best known for his sculptures of voluptuous female figures.",,,,,,422230afc73b
"Orange Road, Tarpon Springs",http://www.imamuseum.org/art/collections/artwork/orange-road-tarpon-springs-inness-george,http://www.imamuseum.org/sites/default/files/mercurycache/4_column/mars/e7/e762df50-81eb-4976-9ff2-82c3d451abac.jpg,"Inness, George",American,oil on canvas,,about 1893,"In the hazy, vaporous atmosphere of this painting, Inness tried to meld the natural and spiritual worlds.
Inness followed the teachings of the Swedish mystic Emanuel Swedenborg, who theorized that objects in the material world exist in a parallel spiritual realm.",,http://www.imamuseum.org/art/collections/artwork/rainbow-inness-george,The Rainbow,1825,1894,6716da8a9bfb
