Artist_Name,Process,Dimensions,Provenance,image,Artwork_Name,Artwork_Year,EA_id
Wangechi Mutu,"Ink, collage, and sequins on mylar",50 x 43 in. (127 x 109.2 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Manfred and Jennifer Simchowitz",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.99&dim=300px,Pretty Ugly Dreamlike Glare,2003,95bb3b47d1f9
Wangechi Mutu,"Collage, ink, and acrylic on Mylar",22 x 17 in. (55.9 x 43.2 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Drawings Committee and Alexander and Rebecca Stewart",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.18&dim=300px,Untitled,2002,03c4ddaa35fe
Damian Moppett,Silver gelatin print,"32 1/2 x 34 in. (82.6 x 86.4 cm)
Paper: 19 1/2 x 22 in. (49.5 x 55.9 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Patrick Painter in honor of Kathleen Bartels",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.14&dim=300px,Untitled,1995,b1705b8688e4
Matt Mullican,"Ink, collage, ballpoint pen, colored pencils, graphite on paper, and b/w, color, and polaroid photographs on board",96 x 48 in. (243.8 x 121.9 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Acquisition and Collection Committee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2008.118&dim=300px,Untitled,1972,f865575fa713
Matt Mullican,Oil on canvas,72 x 192 in. (182.9 x 487.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The Gerard Junior Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.101&dim=300px,Untitled (Yellow and Black City),1985,fda9adcd71e2
Matt Mullican,"Video, DVD-R, PAL, edition2/16",Dimensions variable,"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by John Baldessari",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2005.8&dim=300px,Untitled (Matt Mullican Under Hypnosis: Geneva),2004,2fa5f553c2e7
Matt Mullican,Black and white photograph,23 1/2 x 17 1/2 in. (59.7 x 44.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Audrey M. Irmas",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.125.9&dim=300px,Untitled,1998,54195208deba
Matt Mullican,"Video, DVD-R, PAL, edition 2/8",Dimensions variable,"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by John Baldessari",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2005.9&dim=300px,"Shooting Close 2.2 (from Psycho Architecture: Experiments in the Studio, November 5-7, )",2001,0e850f06f16e
Matt Mullican,Pencil on paper,40 3/4 x 52 3/4 in. (103.5 x 134 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.180&dim=300px,2 City Plans,1988,29b477afebd1
Carl Andre,Ink on graph paper,10 7/8 x 8 3/8 in. (27.6 x 21.3 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by The Buddy Taub Foundation, Jill and Dennis Roach, Directors",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.75&dim=300px,Letter to Yvonne Rainer,1967,7b1fa5da930e
Josef Albers,Lithograph on paper,Frame: 21 1/2 x 21 1/2 x 1 1/2 in. (54.6 x 54.6 x 3.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Martha Bertonneau Padve",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2008.81&dim=300px,White Line Square VII,1966,7e6af72f2d0f
Carl Andre,Ink on graph paper,10 7/8 x 8 3/8 in. (27.6 x 21.3 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by The Buddy Taub Foundation, Jill and Dennis Roach, Directors",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.75&dim=300px,Letter to Yvonne Rainer,1967,5d2b7c495d3f
Carl Andre,Aluminum blocks,"Each: 1 x 2 x 2 in. (2.5 x 5.1 x 5.1 cm)
4 x 10 x 10 in. (10.2 x 25.4 x 25.4 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Lannan Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.7&dim=300px,100 Aluminum Solid,1964,dff4607f27c1
Elizabeth Murray,Oil on canvas,111 3/4 x 114 in. (283.8 x 289.6 cm),"The Museum of Contemporary Art, Los Angeles
The Barry Lowen Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.74&dim=300px,Heart and Mind,1981,947bb04466b6
Diana Michener,"Silver print, edition 6/7",17 x 13 3/8 in. (43.2 x 34 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Bruce and Nancy Berman",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.97&dim=300px,Sympus,1987,94c20ea3a131
Victoria Morton,Oil on canvas,Image: 16 x 14 in. (40.6 x 35.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Matthew Aberle",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2008.129&dim=300px,The Fountain in the Park,2001,16af20b90a7c
Paul McCarthy,"Twenty two Christmas trees, table, 15 c-prints, 10 works on paper, cardboard boxes, Santa suit, carpet, stuffed monkey, chocolate, ketchup, paint, and Nobuyoshi Araki photograph","Overall dimensions variable
Photographs: 70 x 48 in. (177.8 x 121.9 cm)","The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Eugenio Lopez",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.1&dim=300px,"Tokyo Santa, Santa&#039;s Trees",1999,1fd9f7ee6be0
Paul McCarthy,"Cibachrome print, edition 2/3",72 x 48 in. (182.9 x 121.9 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.172&dim=300px,Masks (Olive Oyl),1994,4e6dc38553a7
Paul McCarthy,"Cibachrome print, edition 2/3",72 x 48 in. (182.9 x 121.9 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.169&dim=300px,Masks (Arafat),1994,337031844b89
Jules Olitski,Acrylic on canvas,132 3/4 x 258 in. (337.2 x 655.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Robert A. Rowan",http://www.moca.org/museum/pc_media_viewer.php?acsnum=80.3&dim=300px,Tender Boogus,1967,4cee740b9077
Yoko Ono,"Bronze with patina, edition 6/9",11 7/8 x 8 7/8 x 1 3/4 in. (30.2 x 22.5 x 4.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The Audrey and Sydney Irmas Charitable Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=98.16&dim=300px,Painting to Hammer a Nail In,1961,2c1975312b82
Jennifer Pastor,Ink on paper,27 x 22 in. (68.6 x 55.9 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Drawings Committee and Gail and Tony Ganz",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.57&dim=300px,Untitled (Drawing for Fall),1994,eab5724c351d
Philippe Perrot,Oil and betadine on canvas,38 3/16 x 77 15/16 in. (97 x 198 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by The Buddy Taub Foundation, Jill and Dennis Roach, Directors",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.39&dim=300px,Migraine,2004,25dff98c1ee6
Eileen Quinlan,Silver gelatin matte fiber finish print,Image: 40 x 30 in. (101.6 x 76.2 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Curatorial Discretionary Fund",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2008.70&dim=300px,Smoke &amp; Mirrors #205,2007,519b57c751cf
Kim Abeles,"Fabric, wood chairs, wood poles, paint, flags",59 x 62 x 18 in.,"The Museum of Contemporary Art, Los Angeles
Gift of Ruth and Jacob Bloom",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.134&dim=300px,In Search of A Chair,1981,cd2b138b1985
Ed Paschke,"Color lithograph, edition 18/40",34 1/4 x 23 7/8 in. (87 x 60.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of First Interstate Bank of California Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=84.1&dim=300px,Execo,1983,25665251d568
Lari Pittman,"Matte oil, aerosol lacquer, and cel-vinyl on gessoed canvas over wood panel",102 x 76 in. (259.1 x 193 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Rosette V. Delug",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2005.1&dim=300px,Untitled #12,2003,574bbf0301f6
Jules Olitski,Acrylic on canvas,132 3/4 x 258 in. (337.2 x 655.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Robert A. Rowan",http://www.moca.org/museum/pc_media_viewer.php?acsnum=80.3&dim=300px,Tender Boogus,1967,e9558071fa94
Jules Olitski,Acrylic on canvas,76 x 5 1/4 in. (193 x 13.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of William A. Palmer",http://www.moca.org/museum/pc_media_viewer.php?acsnum=82.39&dim=300px,6th Move,1969,22914c678193
Yoko Ono,"Bronze with patina, edition 6/9",11 7/8 x 8 7/8 x 1 3/4 in. (30.2 x 22.5 x 4.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The Audrey and Sydney Irmas Charitable Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=98.16&dim=300px,Painting to Hammer a Nail In,1961,c3474abbabce
Jennifer Pastor,Ink on paper,27 x 22 in. (68.6 x 55.9 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Drawings Committee and Gail and Tony Ganz",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.57&dim=300px,Untitled (Drawing for Fall),1994,0fe668ee3076
Jennifer Pastor,Ink and pencil on paper,"18 x 12 1/4 in. (45.7 x 31.1 cm)
Paper: 16 x 11 in. (40.6 x 27.9 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Councilman Joel Wachs",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.262&dim=300px,Moth (Study for Spring),1996,99369b459e24
Louise Nevelson,Wood painted black,114 x 124 x 16 in. (289.6 x 315 x 40.6 cm),"The Museum of Contemporary, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.14&dim=300px,Sky Cathedral/Southern Mountain,1959,6fb0fb293f87
Deborah Mesa-Pelly,C-print mounted on aluminum,30 x 40 in. (76.2 x 101.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Steven Neu",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.257&dim=300px,Sleeper,2000,e484fdd4bed6
Rika Noguchi,C-print,49 3/4 x 38 in. (126.4 x 96.5 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Curatorial Discretionary Fund",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2002.37&dim=300px,A Prime #13,1997,17998ed09be4
Wangechi Mutu,"Ink, collage, and sequins on mylar",50 x 43 in. (127 x 109.2 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Manfred and Jennifer Simchowitz",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.99&dim=300px,Pretty Ugly Dreamlike Glare,2003,d16d7c0cc02c
Wangechi Mutu,"Collage, ink, and acrylic on Mylar",22 x 17 in. (55.9 x 43.2 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Drawings Committee and Alexander and Rebecca Stewart",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.18&dim=300px,Untitled,2002,cc83ed5c2c61
Wangechi Mutu,"Ink, acrylic, and collage on mylar",87 x 52 1/2 in. (221 x 133.4 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Dallas Price-Van Breda",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2005.23&dim=300px,She&#039;s Egungun Again,2005,f89f16e3c9e5
Robert Motherwell,Red and blue ink on rice paper,9 x 11 in. (22.9 x 27.9 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Steven Roth",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.54&dim=300px,Lyric Suite (D65-),2578,3c0f775f856d
Richard Meier,Collage on paper,9 1/2 x 9 1/4 in. (24.1 x 23.5 cm),"The Museum of Contemporary Art, Los Angeles
Bequest of Marcia Simon Weisman",http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.143&dim=300px,Untitled,1987,3be968eff455
Victoria Morton,Oil on canvas,Image: 16 x 14 in. (40.6 x 35.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Matthew Aberle",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2008.129&dim=300px,The Fountain in the Park,2001,22a558e6a386
Paul McCarthy,"Twenty two Christmas trees, table, 15 c-prints, 10 works on paper, cardboard boxes, Santa suit, carpet, stuffed monkey, chocolate, ketchup, paint, and Nobuyoshi Araki photograph","Overall dimensions variable
Photographs: 70 x 48 in. (177.8 x 121.9 cm)","The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Eugenio Lopez",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.1&dim=300px,"Tokyo Santa, Santa&#039;s Trees",1999,1459435c53cc
Paul McCarthy,"Cibachrome print, edition 2/3",72 x 48 in. (182.9 x 121.9 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.172&dim=300px,Masks (Olive Oyl),1994,f52b4d78432b
Paul McCarthy,"Cibachrome print, edition 2/3",72 x 48 in. (182.9 x 121.9 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.169&dim=300px,Masks (Arafat),1994,68cc64c63690
Paul McCarthy,Graphite and ink on paper,"Each: 8 1/2 x 11 in. (21.6 x 27.9 cm)
Frame: 46 1/2 x 82 1/2 x 1 1/2 in. (118.1 x 209.6 x 3.8 cm)","The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Drawings Committee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.72A-Z&dim=300px,Stoned Blue Drawings,1968,19e3003229a1
Mark Manders,"Ceramic, iron, wood, and four clamping screws",70 1/2 x 47 1/4 x 71 5/8 in. (179 x 120 x 182 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by Rosette Delug",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.93&dim=300px,Isolated Landscape,2003,21aee00602d8
Malcolm Morley,Oil and wax on canvas,130 x 78 in. (330.2 x 198.1 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Contemporary Art Associates and Audrey and Sydney Irmas",http://www.moca.org/museum/pc_media_viewer.php?acsnum=94.107&dim=300px,"The Sky Above, The Mud Below",1988,8fcc047de884
Elizabeth Murray,Oil on canvas,111 3/4 x 114 in. (283.8 x 289.6 cm),"The Museum of Contemporary Art, Los Angeles
The Barry Lowen Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.74&dim=300px,Heart and Mind,1981,09e7588ec6eb
Elizabeth Murray,Pastel on paper,30 3/4 x 25 x 2 3/4 in. (78.1 x 63.5 x 7 cm),"The Museum of Contemporary Art, Los Angeles
Gift from the Collection of Regina and William Fadiman",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.99&dim=300px,Untitled Twist Drawing #2,1988,fcd508e5a9fe
Carl Andre,Ink on graph paper,10 7/8 x 8 3/8 in. (27.6 x 21.3 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by The Buddy Taub Foundation, Jill and Dennis Roach, Directors",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.75&dim=300px,Letter to Yvonne Rainer,1967,cf877f3a7a58
Carl Andre,Aluminum blocks,"Each: 1 x 2 x 2 in. (2.5 x 5.1 x 5.1 cm)
4 x 10 x 10 in. (10.2 x 25.4 x 25.4 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Lannan Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.7&dim=300px,100 Aluminum Solid,1964,6ab10d521450
Carl Andre,"Xerox poem pages, edition 15/75",8 1/2 x 11 in. (21.6 x 27.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The American Art Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.2.2&dim=300px,Yucatan,1973,3f9f871db4b4
Josef Albers,Lithograph on paper,Frame: 21 1/2 x 21 1/2 x 1 1/2 in. (54.6 x 54.6 x 3.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Martha Bertonneau Padve",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2008.81&dim=300px,White Line Square VII,1966,45ad642014f6
Josef Albers,Oil on paper on board,17 1/4 x 23 1/8 in. (43.8 x 58.7 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift from the Collection of Laura-Lee and Robert Woods",http://www.moca.org/museum/pc_media_viewer.php?acsnum=91.67&dim=300px,"Variant: Violet, Red Against Blue",1947,88f5757189b8
Dan Asher,Ball point pen on paper,17 7/8 x 13 7/8 in. (45.4 x 35.2 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.128.2&dim=300px,Untitled,1994,eb29018c8796
Cindy Sherman,Color coupler print,40 x 30 in. (101.6 x 76.2 cm),"The Museum of Contemporary Art, Los Angeles
Gift of William J. and Maria Bell",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2008.130&dim=300px,Untitled #118,1983,d2c24de04b89
Vito Acconci,"Cinderblocks, stools, planks, light, audio",18 x 120 x 192 in. (45.7 x 304.8 x 487.7 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the National Endowment for the Arts, a Federal agency, and The Broad Art Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=88.1&dim=300px,Under-History Lessons,1976,cd66e1598880
Vito Acconci,"6 prints, aquatint and photoetching, edition 11/25",Each: 23 1/2 x 31 in. (59.7 x 78.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The American Art Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=81.1A-F&dim=300px,3 Flags for 1 Space and 6 Regions,1979,6f1f8c9800b7
Vito Acconci,"Rebar, plaster, canvas, steel cable, audio, and lights",288 x 96 x 60 in. (731.5 x 243.8 x 152.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of James Corcoran Gallery",http://www.moca.org/museum/pc_media_viewer.php?acsnum=91.8&dim=300px,Adjustable Wall Bra,1990,d93a626c14df
Cindy Sherman,Gelatin silver print,10 x 8 in. (25.4 x 20.3 cm),"The Museum of Contemporary Art, Los Angeles
Puchased with funds provided by the friends of Marsha Kleinman in her memory",http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.56&dim=300px,Untitled Film Still #65,1980,fc3f8636e549
Craig Kauffman,Sprayed acrylic lacquer on vacuum-formed plexiglas,"36 x 62 x 16 in. (91.4 x 157.5 x 40.6 cm)
Other (Flat): 22 x 50 x 16 in. (55.9 x 127 x 40.6 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Irving Blum",http://www.moca.org/museum/pc_media_viewer.php?acsnum=82.4&dim=300px,Untitled,1969,5b3f74fec350
Richard Diebenkorn,Oil on canvas,65 1/4 x 92 in. (165.7 x 233.7 cm),"Collection of Lenore S. and Bernard A. Greenberg
Partial gift to The Museum of Contemporary Art, Los Angeles",http://www.moca.org/museum/pc_media_viewer.php?acsnum=91.84&dim=300px,Ocean Park 131,1985,6e77c047cd8e
Michael Asher,Heat-formed Plexiglas,13 3/4 x 14 1/2 x 1 1/2 in. (34.9 x 36.8 x 3.8 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Acquisition and Collection Committee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.81&dim=300px,no title,1966,588e2bba3534
Josef Albers,Lithograph on paper,Frame: 21 1/2 x 21 1/2 x 1 1/2 in. (54.6 x 54.6 x 3.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Martha Bertonneau Padve",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2008.81&dim=300px,White Line Square VII,1966,f87ff71bcba3
