Subtype_of_Art,Type_of_Art,Title,Date_made,Credit,ArtistName,Inscription,Pic_URL,Dimensions,BirthDate,DeathDate,EA_id
oil on wood panel,painting,Sand Dunes and Beach Umbrellas,1899,Gift of Mr. Harold Wagner,Lucia Mathews, TOM.  Mathews Exhibition.  1972. SFMMA.  The Modern Era...  1976. TOM.  Mathews Exhibition.  1985.,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A64.59.99_DGMA_029_02.jpg,10.25 in HIGH x 8.63 in WIDE(26.03 cm HIGH x 21.92 cm WIDE),1870.0,1955.0,f568049cbebc
oil on canvas,painting,Portrait of Miss Louise Schwamm,1899,"Gift of Concours d'Antiques, the Art Guild",Arthur Mathews | Lucia Mathews," TOM.  Mathews Exhibition.  1985.                                                Eli Wilner Gallery, NYC.  exh. of frames.  1988.                        Eli Wilner Gallery, NYC.  exh. of frames. (this time at the Met in NYC) 1990.  The Parrish Art Museum, Dec 22, 1990 - Feb 3, 1991.  WHERE: Telfair Academy of Arts & Sciences,  1993.",http://collections.museumca.org/?q=system/files/imagecache/100_Square/A66.196.10_DGMA_129.1_02.jpg,28 in HIGH x 23.5 in WIDE(71.12 cm HIGH x 59.69 cm WIDE),1860.0,1945.0,2c0acc9f90a0
oil on wood panel,painting,"Park Scene, Paris",1899,Gift of Mr. Harold Wagner,Lucia Mathews," TOM.  Mathews Exhibition.  1972. (Cat.) TOM.  Mathews Exhibition.  1985.//Twilight and Reverie: California Tonalist Paintings 1890 - 1930 (TOM) 2/11/95 - 5/14/95, Laguna Art Museum 6/23 - 10/8/95",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A64.59.24_DGMA_010_02.jpg,3.87 in. HIGH x 5.87 in. WIDE,1870.0,1955.0,b18837024d2c
oil on paperboard,painting,"River Seine, Paris",1899,Gift of Mr. Harold Wagner,Lucia Mathews," TOM.  Mathews Exhibition.  1972. (Cat.) TOM.  Mathews Exhibition.  1985.//Twilight and Reverie: California Tonalist Paintings 1890 - 1930 (TOM) 2/11/95 - 5/14/95, Laguna Art Museum 6/23 - 10/8/95",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A64.59.23_DGMA_009_02.jpg,3.87 in. HIGH x 5.87 in. WIDE,1870.0,1955.0,0d260f94ec1e
oil on canvas,painting,The Painter's Dog,1900,Gift of Mr. and Mrs. Paul C. Mills,Thaddeus Welch," College of Notre Dame, 1979.  TOM, 25 Years of Collecting California, 9/25/94 - 1/8/95.  TOM, Perspectives Gallery, Canine Companions,  August 30 - Oct. 31, 1999.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/0601796b.jpg,17 in HIGH x 12 in WIDE(43.18 cm HIGH x 30.48 cm WIDE),,,72a16f4fe410
oil on canvas,painting, (San Francisco Chinatown),1900,,NELSON A. PRIMUS,,http://collections.museumca.org/?q=system/files/imagecache/100_Square/2007.51.1_DGPT_137_02.jpg,10.25 in HIGH x 9.5 in WIDE(26.03 cm HIGH x 24.13 cm WIDE),,,7a1af65546c8
oil on canvas,painting,Scouts on the Alert,1902,The Oakland Museum Kahn Collection,JOHN GUTZON BORGLUM,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A65.99_DGAH_049_02.jpg,30 in HIGH x 47 in WIDE(76.20 cm HIGH x 119.38 cm WIDE),,,c76d54e3b3b5
oil on canvas,painting,"In Mission Canyon, Santa Barbara",1902,Anonymous Donor,Henry Joseph Breuer, Clorox Co.  1976. WAAM.  1978.,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A76.55_DGPT_093_02.jpg,42.25 in HIGH x 36.5 in WIDE(107.31 cm HIGH x 92.71 cm WIDE),,,4ee2642bb0d9
oil on canvas,painting,Self-Portrait,1902,Gift of Dr. William S. Porter,Xavier Tizoc Martinez," TOM, Martinez Exhib, 1974. TOM, California Artists: A Group Portrait in Mixed Media, 1987-1988.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A53.21_DGAL_1017_01.jpg,16 in HIGH x 13 in WIDE(40.64 cm HIGH x 33.02 cm WIDE),,,17239515c972
oil on canvas,painting,Cypress Grove,1903,"Gift of Concours d'Antiques, the Art Guild",Arthur Mathews | Lucia Mathews," TOM.  Mathews Exhibition.  1972.  (Cat.) WMAA.  N.Y.  1978. TOM.  Mathews Exhibition.  1985.//Twilight and Reverie: California Tonalist Paintings 1890 - 1930 (TOM) 2/11/95 - 5/14/95, Laguna Art Museum 6/23 - 10/8/95",http://collections.museumca.org/?q=system/files/imagecache/100_Square/A66.196.7_DGMA_123_02.jpg,48 in HIGH x 52 in WIDE(121.92 cm HIGH x 132.08 cm WIDE),1860.0,1945.0,91678f676617
oil on canvas,painting,Diamond Canyon,1903,Gift of Dr. and Mrs. James R. Allen,Charles Chapel Judson,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0001919.jpg,19 in HIGH x 14 in WIDE(48.26 cm HIGH x 35.56 cm WIDE),,,cf0be8195e24
oil on canvas,painting,Reflection,1904,Gift of the Estate of Marjorie Eaton by exchange,Gottardo Piazzoni," Twilight and Reverie: California Tonalist Paintings 1890 - 1930 (TOM) 2/11/95 - 5/14/95, Laguna Art Museum 6/23 - 10/8/95; Museo ItaloAmericano, Gottardo Piazzoni: Painter of the California Landscape, 1872 - 1945 June 8, 2000 - September, 2000",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A94.60_DGAH_173_02.jpg,22.5 in HIGH x 17 in WIDE(57.15 cm HIGH x 43.18 cm WIDE),,,164688701e6d
oil on wood panel,painting,California,1905,,Arthur Mathews | Lucia Mathews, TOM.  Mathews Exhibition.  1985.,http://collections.museumca.org/?q=system/files/imagecache/100_Square/A79.25.1_DGMA_225.1_02.jpg,72.25 in HIGH x 64 in WIDE(183.51 cm HIGH x 162.56 cm WIDE),1860.0,1945.0,a58cafc8dde8
oil on canvas,painting,Promise (Mt. Tamalpais),1905,Gift of the Estate of Florence Wyckoff in Memory of Maud Wilkinson Richardson,William Keith,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0011403.jpg,14.375 in HIGH x 19.25 in WIDE(36.51 cm HIGH x 48.89 cm WIDE),,,a9cc1cb6f89d
oil on wood panel,painting,California,1905,Bequest of Harald J. Wagner,Arthur Mathews | Lucia Mathews, TOM.  Mathews Exhibition.  1985.,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A79.25.19_DGMA_206_02_0.jpg,72.25 in HIGH x 64 in WIDE(183.51 cm HIGH x 162.56 cm WIDE),1860.0,1945.0,67a24b91803f
frame,painting,California,1905,"Gift of Concours d'Antiques, the Art Guild",Arthur Mathews," Aftershock! Voices from the 1906 Earthquake and Fire. Great Hall, April 1 - August 13, 2006. | LACMA: Made in California, 2000. PPIE. TOM.  Mathews Exhibition.  1972.  (Cat.) Triton Museum.  Santa Clara, Ca.  The Seat of American Invention.  1977. Brooklyn Museum.  N.Y.  The American Renaissance.  1979. TOM.  Mathews Exhibition.  1985. Eli Wilner Gallery, NYC.  exh. of frames.  1988. The Parrish Art Museum, Dec 22, 1990 - Feb 3, 1991. Eli Wilner Gallery, NYC.  exh. of frames.  (this time at the Met in NYC).  1990./// Facing Eden: One Hundred Years of Landscape Art in the San Francisco Bay Area, M.H. de Young Memorial Museum 6/24/95- 11/26/95",http://collections.museumca.org/?q=system/files/imagecache/100_Square/A66.196.4_DGMA_120_02.jpg,47.5 in. HIGH x 38 in. WIDE,1860.0,1945.0,5e74fe16a9c6
oil on canvas,painting,Sketch - San Francisco Fire,1906,Gift of Mr. and Mrs. Howard Willoughby,Edwin Deakin," Oakland to the Rescue! April 1, History Spotlight Gallery 2006 - December 2, 2007.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/0600061b.jpg,8.5 in HIGH x 11.25 in WIDE(21.59 cm HIGH x 28.57 cm WIDE),,,e30c37558aec
glass,painting,Portrait of Joaquin Miller,1907,"Gift of Concours d'Antiques, Art Guild",Gertrude Willison,,http://collections.museumca.org/?q=system/files/imagecache/100_Square/0605866b.jpg,3.375 in HIGH x 2.875 in WIDE(8.57 cm HIGH x 7.30 cm WIDE),,,461f571b9048
oil on canvas,painting,Untitled,1909,From the estate of Frank Johnson,Grace Carpenter Hudson,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/n002674b.jpg,10.125 in HIGH x 6 in WIDE(25.72 cm HIGH x 15.24 cm WIDE),1865.0,1937.0,cfdc4ed31987
oil on canvas,painting,Sunlit Meadow,1910,Gift of the Christiansen Collection of 20th Century Art,Alexander F. Harmer,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0018331.jpg,26.25 in HIGH x 36 in WIDE(66.67 cm HIGH x 91.44 cm WIDE),,,a9d8b0e62358
oil on canvas,painting,"Portrait of Jack Partington, Sr.",1910,Gift of Jeanne B. Partington,Gertrude Partington Albright,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/n002686b.jpg,30 in HIGH x 25.325 in WIDE(76.20 cm HIGH x 64.33 cm WIDE),,,85d8e6af227b
oil on canvas,painting,Portrait of Inger Anne Partington,1910,Gift of Jeanne B. Partington,Gertrude Partington Albright,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/n002687b.jpg,29.5 in HIGH x 24.5 in WIDE(74.93 cm HIGH x 62.23 cm WIDE),,,02f75ae50f1b
oil on canvas,painting,Mandarin Robe  (The Mandarin) | Mandarin Robe,1910,"Gift of Concours d'Antiques, the Art Guild",Arthur Mathews," Panama-Pacific International Exposition.  S.F., Ca.  1915. TOM.  Mathews Exhibition.  1972.  (Cat.) SFMMA.  1976. NCFA.  1976. TOM.  Mathews Exhibition.  1985.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A66.196.3_DGMA_119_02_0.jpg,26 in. HIGH x 23 in. WIDE,1860.0,1945.0,ab3d1966d25d
watercolor,painting,A Group of Trees in Brittany,1913,,Karl Schmidt,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0012453.jpg,12 in|14 in HIGH x 16 in|18 in WIDE(30.48 cm|35.56 cm HIGH x 40.64 cm|45.72 cm WIDE),,,840ef4c8792f
oil on wood panel,painting,"Monterey, California",1914,Gift by exchange through Maxwell Galleries Ltd.,William Merritt Chase," M. Knoedler & Co.  N.Y.C.  William Merritt Chase (1849-1916): A Benefit Exhibtion for the Parrish Art Museum.  1976. TOM.  Impressionism, The California View.  1981.// Georgia Museum of Art, University of Georgia: California Impressionists (travelling",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A81.26_DGAH_093_02.jpg,15 in HIGH x 20 in WIDE(38.10 cm HIGH x 50.80 cm WIDE),,,0ed2f35af5df
oil on canvas,painting,"Hill of the Sun, San Anselmo, California",1914,Gift of the Women's Board in honor of George W. Neubert,Childe Hassam," The Crocker Art Museum, American Impressionist Paintings from West Coast Collections August 1, 1999 - October 31, 1999.  Pasadena Museum of California Art, On-Ramps: Transitional Moments in California Art, June 1- Sept. 1, 2002.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/0600614b.jpg,,,,21be664379a9
oil on canvas,painting,The High Sierra,1915,The Oakland Museum Kahn Collection,James D. Smillie | George Smillie,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A65.48_DGAH_053_02.jpg,,,,785a08eaa8a6
oil on canvas,painting,Joaquin Miller Home,1915,Gift of Louis B. Siegriest,Selden Connor Gile," TOM.  Impressionism:  The California View.  1981.                                                             TOM.  Impressionism:  The California View.  1981, Laguna Beach Museum of Art, 1/15/82 to 2/21/82.                      TOM.  Impressionism:  The",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A73.52.42_DGAH_109_02.jpg,11.5 in HIGH x 14.5 in WIDE(29.21 cm HIGH x 36.83 cm WIDE),1877.0,1947.0,afd68d9ac923
oil on canvas,painting,Seated Man Synchromy,1915,Gift of the Estate of Helen Hathaway White,Stanton Macdonald-Wright," University of Southern California, School of Fine Arts: Macdonald-Wright, 1985.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A75.93_DGAH_188_02.jpg,14.13 in HIGH x 11 in WIDE(35.89 cm HIGH x 27.94 cm WIDE),,,cdd1d128a27e
oil on canvas,painting,"View from Skyline Boulevard, San Francisco",1915,"The Oakland Museum of California, Gift of Concours d'Antiques, Art Guild",Arthur Mathews | Lucia Mathews," TOM.  Mathews Exhib.  1972.  Catalog #33.  Triton Museum.  Two Artists Look at California.  1976. WAAM.  Our Environment.  1980-82. TOM.  Mathews Exhibition.  1985. San Diego Museum of Art.  The Golden Land.  1986.//M.H. deYoung Museum, Facing Eden:100 Ye",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A72.8.2_DGMA_178_02.jpg,30 in HIGH x 40 in WIDE(76.20 cm HIGH x 101.60 cm WIDE),1860.0,1945.0,2f6ea7cbc904
oil on wood panel,painting,Untitled (Figure in Landscape),1915,,Karl Schmidt,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0012455.jpg,9.25 in|13.5 in HIGH x 7.25 in|11 in WIDE(23.49 cm|34.29 cm HIGH x 18.41 cm|27.94 cm WIDE),,,ee30a09fc857
oil on wood panel,painting,"A Group of Trees, Santa Barbara",1915,,Karl Schmidt,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0012454.jpg,7.25 in|11.5 in HIGH x 9.25 in|13 in WIDE(18.41 cm|29.21 cm HIGH x 23.49 cm|33.02 cm WIDE),,,f8fbd22b90fd
oil on canvas,painting,Rhododendron Field,1915,Gift of Dr. William S. Porter,Joseph Raphael," Henry Art Gallery, Univ. of Wash., Seattle.  American Impressionism.  1980 (t). TOM.  Impressionism: The California View, 1890-1930.  1981-82 (t). Whitney Museum of American Art.  Reflections of Nature:  Flowers in American Art.  1984.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A53.256_DGAH_098_02.jpg,30 in HIGH x 40 in WIDE(76.20 cm HIGH x 101.60 cm WIDE),1869.0,1950.0,c4647170c3b1
oil on wood panel,painting,Hillside at Evening,1915,,Karl Schmidt,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0012448.jpg,11.75 in|15.5 in HIGH x 15.75 in|19.75 in WIDE(29.84 cm|39.37 cm HIGH x 40.00 cm|50.16 cm WIDE),,,77fba174b765
oil on wood panel,painting,"Scene, Panama-Pacific International Exposition, San Francisco",1915,Gift of Mr. Harold Wagner,Lucia Mathews, TOM.  Mathews Exhibition.  1985.,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A64.59.1_DGMA_002_02.jpg,3.87 in HIGH x 5.87 in WIDE(9.83 cm HIGH x 14.91 cm WIDE),1870.0,1955.0,512dcd336c47
oil on wood panel,painting,"Scene, Panama-Pacific International Exposition, San Francisco",1915,Gift of Mr. Harold Wagner,Lucia Mathews, TOM.  Mathews Exhibition.  1985.,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A64.59.3_DGMA_003.2_02.jpg,5.87 in HIGH x 3.87 in WIDE(14.91 cm HIGH x 9.83 cm WIDE),1870.0,1955.0,99b66df459a9
oil on wood panel,painting,"Scene, Panama-Pacific International Exposition, San Francisco",1915,Gift of Mr. Harold Wagner,Lucia Mathews, TOM.  Mathews Exhibition.  1972. TOM.  Mathews Exhibition.  1985.,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A64.59.4_DGMA_004.2_02.jpg,3.87 in HIGH x 5.87 in WIDE(9.83 cm HIGH x 14.91 cm WIDE),1870.0,1955.0,bc82e0b34417
oil on wood panel,painting,Sketch,1915,Gift of Mr. Harold Wagner,Lucia Mathews, Fine Arts Museum of San Francisco.  Cityscape Exhibition.  1977. M. H. de Young Museum.  1977.,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A64.59.7_DGMA_005_02.jpg,5.87 in HIGH x 3.87 in WIDE(14.91 cm HIGH x 9.83 cm WIDE),1870.0,1955.0,743b3e7c72d3
oil on canvas,painting,Sacred and Profane Love,1915,"Gift of Concours d'Antiques, the Art Guild",Arthur Mathews | Lucia Mathews," Panama Pacific International Exposition, titled The Carnation, 1915.  TOM, Mathews Exhibition, 1972.  (Cat.) TOM, Mathews Exhibition, 1985. Eli Wilner & Co/Metro. Museum of N.Y., July 15 - Sept 9, 1990 (see inhouse note). Greenville County Museum of Art, Regional American Painting to 1920,  Nov 6 - Dec 30, 1990.  OMCA, Great Hall, California as Muse: The Art of Arthur and Lucia Mathews 10/28/2006 - 03/25/2007; traveling to Norton Museum of Art and Akron Art Museum; Fall 2007 - Fall 2008.",http://collections.museumca.org/?q=system/files/imagecache/100_Square/A66.196.19_DGMA_138.1_02.jpg,38.5 in HIGH x 50.75 in WIDE(97.79 cm HIGH x 128.90 cm WIDE),1860.0,1945.0,f4999a705f24
oil on wood panel,painting,California Landscape - Poppies,1916,,Karl Schmidt,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0010532.jpg,,,,c103631e21fb
oil on canvas,painting,"Rising Moon, Tiburon",1916,"Gift of Mrs. Frederick G. Novy, Jr.",Granville Redmond," Twilight and Reverie: California Tonalist Paintings 1890 - 1930 (TOM) 2/11/95 - 5/14/95, Laguna Art Museum 6/23 - 10/8/95",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A86.33_DGAH_175_02.jpg,24 in HIGH x 29.25 in WIDE(60.96 cm HIGH x 74.29 cm WIDE),,,964b313dff41
oil on canvas,painting,Monterey Bay,1916,Museum Donors Acquisition Fund,E. Charlton Fortune," TOM.  Impressionism, The California View.  1981. Monterey Peninsula Museum of Art, The Works of Euphemia Charlton Fortune, Sept 23, 1989 - Jan 7, 1990.  M.H. de Young Memorial Museum, Viewpoints XV: A Time of Change - Northern California Women Artists, 18",http://collections.museumca.org/?q=system/files/imagecache/100_Square/0600582b.jpg,30 in HIGH x 40 in WIDE(76.20 cm HIGH x 101.60 cm WIDE),,,bdeed8b49612
oil on wood panel,painting,"Untitled (tryptych, landscape)",1916,,Karl Schmidt,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0010533.jpg,21.375 in HIGH x 8.75 in WIDE(54.29 cm HIGH x 22.22 cm WIDE),,,71b0e59777bc
watercolor,painting,Rocks & Swirls,1916|1876-1956,Purchased with funds from Anonymous through the Art Acquisition Fund,John O'Shea," The Great O'Shea November 6-December 24, 1986, Civic Arts Gallery, Walnut Creek, CA. John O'Shea Retrospective,  January 17-March 2, 1986, Monterey Peninsula Museum of Art.",http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0012569.jpg,,,,96af542c955a
oil on canvas,painting,Untitled  ((Ladies kneeling near fountain)),1917,Gift of the Estate of Margaret Kleinhans,Arthur Mathews | Lucia Mathews, TOM.  Mathews Exhibition.  1985.,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A80.120.2_DGMA_213_02.jpg,38 in HIGH x 50 in WIDE(96.52 cm HIGH x 127.00 cm WIDE),1860.0,1945.0,123c247b1064
oil on canvas,painting,The Bay,1918,Gift of Dr. William S. Porter,Xavier Tizoc Martinez, Pasadena Art Museum.  California Design-1910.  1974. WAAM.  California Landscape.  1978-80. Walnut Creek Civic Arts Gallery.  Rolling Hills and Purple Cows.  1982. Twilight and Reverie: California Tonalist Paintings 1890 - 1930 (TOM) 2/11/95 - 5/14/95// F,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A53.58_DGAH_079_02.jpg,30 in HIGH x 36 in WIDE(76.20 cm HIGH x 91.44 cm WIDE),,,03b442abb95b
masonite,painting,Boeing Airplane Co.,1919,,Karl Schmidt,,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/z0012450.jpg,19 in HIGH x 14.5 in WIDE(48.26 cm HIGH x 36.83 cm WIDE),,,e3032c6d6a0e
oil on canvas,painting,Red Von Eichman,1920,Gift of Louis Siegriest,Selden Connor Gile, TOM.  California Artists:  A Group Portrait in Mixed Media.  1987-1988. de Young.  CA Colorists:  Ptgs. of the Society of Six.  1989.,http://collections.museumca.org/?q=system/files/imagecache/collection_image2/A75.143.5_DGAH_084_02.jpg,20 in HIGH x 16 in WIDE(50.80 cm HIGH x 40.64 cm WIDE),1877.0,1947.0,46f343e80057
