Artist_Name,Process,Dimensions,Provenance,image,Artwork_Name,Artwork_Year,production_id
Eileen Quinlan,Silver gelatin matte fiber finish print,Image: 40 x 30 in. (101.6 x 76.2 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Curatorial Discretionary Fund",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2008.71&dim=300px,Black and white version of &quot;Smoke &amp; Mirror #233&quot;,2007,0868711a71f3
Rosângela Renno,Plaster board with carved text; Black and white photographs mounted on board,Dimensions variable,"The Museum of Contemporary Art, Los Angeles
Purchased with funds donated by Rosa and Carlos de la Cruz.  Additional funds provided by The Morrison Acquisition Fund, Patricia Cisneros and The Acquisition and Collection Committee Fund.  Gift of Galeria Camargo Vilaca and the artist.",http://www.moca.org/museum/pc_media_viewer.php?acsnum=98.2A-H&dim=300px,Cicatriz,1996,ba7ba8fdf593
Eija-Liisa Ahtila,Three-screen DVD installation,Dimensions variable,"Joint acquisition of The Museum of Contemporary Art, Los Angeles and The Art Institute of Chicago
Purchased by The Museum of Contemporary Art with funds provided by the Acquisition and Collection Committee and Bob Tuttle and Maria Hummer; Purchased by the Art Institute of Chicago, Contemporary Art Discretionary Fund and W.L. Mead Endowment",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.97&dim=300px,Talo/The House,2002,e08f5d75140b
Kim Abeles,Mixed media,68 x 54 x 22 in. (172.7 x 137.2 x 55.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Jeanne Meyers",http://www.moca.org/museum/pc_media_viewer.php?acsnum=92.64&dim=300px,Willing Suspension of Disbelief,1987,1bcb3247f6fb
Richard Pettibone,Mixed media,7 1/2 x 6 1/2 x 5 3/8 in. (19.1 x 16.5 x 13.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Michael Asher",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.162&dim=300px,Perils of Paulene,1963,000fc98dff0b
Lari Pittman,"Acrylic, alkyd, aerosol enamel, and gesso on paper",42 1/2 x 34 1/2 in. (108 x 87.6 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Drawings Committee, 2001",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.35&dim=300px,Optimal setting for atmospheric conditions that can induce distraction in the male,2001,d37dec281c1d
Ruben Ochoa,Lenticular print mounted on diebond (4 panels),Each: 48 x 24 in. (121.9 x 61 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Photography Committee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2008.14A-D&dim=300px,"What if Walls Vanished from the Freeway, Would it Make a Sound?",2007,7f019c94ad89
Louise Nevelson,Wood painted black,110 x 107 1/2 x 74 in. (279.4 x 273.1 x 188 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The Pace Gallery and the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=86.26&dim=300px,Winter Garden,1975,682711b56273
Arnold Newman,Gelatin silver print,Image: 14 x 11 in. (35.6 x 27.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Marsha N. Levine",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2008.88&dim=300px,"Adolph Gottlieb,  , 0",1970,ce9113a5ba3e
Wangechi Mutu,"Ink, collage, and mixed media on mylar",35 x 24 in. (88.9 x 61 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Nancy and Stanley Singer",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.84&dim=300px,Howl,2006,0dec055abfef
Piet Mondrian,Oil on canvas,17 5/8 x 15 in. (44.8 x 38.1 cm),"The Museum of Contemporary Art, Los Angeles
The Rita and Taft Schreiber Collection
Given in loving memory of her husband, Taft Schreiber, by Rita Schreiber",http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.22&dim=300px,"Composition of Red, Blue, Yellow and White: Nom III",1939,64bcde357398
Tatsuo Miyajima,Mixed media,40 1/8 x 15 3/4 in. (101.9 x 40 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.178&dim=300px,Counter Spiral No. 4,1998,c7fa76f56bfc
Elizabeth Murray,Gouache on paper,20 1/2 x 15 in. (52.1 x 38.1 cm),"The Museum of Contemporary Art, Los Angeles
Bequest of Marcia Simon Weisman",http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.146&dim=300px,Untitled,1983,992856fcbac1
Tom Allen,Oil on linen,49 1/2 x 52 x 1 1/2 in. (125.7 x 132.1 x 3.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Alan Power",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2007.86&dim=300px,As Under a Drunken Star,2003,f76ccb428b66
Dan Asher,Ball point pen on paper,17 7/8 x 13 7/8 in. (45.4 x 35.2 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.128.4&dim=300px,Untitled,1996,009fa07d72b8
Cindy Sherman,"Cibachrome print, edition 5/10","24 x 48 in. (61 x 121.9 cm)
Frame: 31 x 55 x 2 1/2 in. (78.7 x 139.7 x 6.4 cm)","The Museum of Contemporary Art, Los Angeles
The Barry Lowen Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.93&dim=300px,Untitled #88,1981,8c3598e27353
Dan Asher,Ball point pen on paper,17 7/8 x 13 7/8 in. (45.4 x 35.2 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.128.3&dim=300px,Untitled,1995,91c7ac91392d
Cindy Sherman,"Black and white photograph, edition 3/10",25 1/2 x 38 1/2 in. (64.8 x 97.8 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.206&dim=300px,Untitled,1999,310f3018cf47
Malcolm Morley,"Oil on shaped canvas with fabric, shoes, clothes pins, blackboard, eraser, dominoes, wood stool and film of the creation of this work",126 x 233 1/2 x 10 in. (320 x 593.1 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Lannan Foundation",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.77&dim=300px,Miami Postcard Fold Out (A Painting with Separate Parts which are Self-Generating),1974,012a7367c92f
Roger Minick,Gelatin silver print,10 1/4 x 12 1/4 in. (26 x 31.1 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Sue and Al Dorskind",http://www.moca.org/museum/pc_media_viewer.php?acsnum=87.65.15&dim=300px,"Airstream at Monument Valley, Arizona",1979,4e03545b11ca
Robert Moskowitz,Acrylic on canvas,90 x 75 in. (228.6 x 190.5 cm),"The Museum of Contemporary Art, Los Angeles
The Barry Lowen Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.73&dim=300px,Cadillac/Chopsticks,1975,769e5eccd76f
Dave Muller,Enamel and tape on aluminum,"Each (4 Panels): 23 x 34 3/4 in. (58.4 x 88.3 cm)
Installed:  Dimensions variable","The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Curatorial Discretionary Fund",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2002.7&dim=300px,Oversized Card Set (Collector&#039;s Version),1996,9b37c98a09ad
Paul McCarthy,"Cibachrome print, edition 2/3",72 x 48 in. (182.9 x 121.9 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.175&dim=300px,Masks (Rocky),1994,f1a22e194b3f
Robert Motherwell,Black and colored ink on rice paper,11 x 9 in. (27.9 x 22.9 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Steven Roth",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.53&dim=300px,Lyric Suite (D65-209),1965,ed8d598cef47
Keith Mayerson,Oil on linen,48 x 80 in. (121.9 x 203.2 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Lois Plehn",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2007.84&dim=300px,The Wizard of Oz Quintet,2006,64fabb9a1638
JP Munro,Collage and gouache on paper,18 x 24 in. (45.7 x 61 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Dean Valentine and Amy Adelson  in memory of Giovanni Intra",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.45&dim=300px,The War Universe,2002,bf45014732f0
Arnold Newman,Gelatin silver print,Image: 10 x 8 in. (25.4 x 20.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Marsha N. Levine",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2008.87&dim=300px,"Tony Smith,  , 0",1967,3dddd5f597be
John Neff,Collage on paper,"10 3/4 x 14 3/4 in. (27.3 x 37.5 cm)
Frame: 10 3/4 x 14 3/4 in. (27.3 x 37.5 cm)","The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by Martin and Rebecca Eisenberg",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.24&dim=300px,Untitled,2001,338a02ea1f2c
Catherine Opie,Chromogenic print,21 x 17 in. (53.3 x 43.2 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Councilman Joel Wachs",http://www.moca.org/museum/pc_media_viewer.php?acsnum=99.26&dim=300px,Portrait of James,1993,97d9f7bdf3a5
Bill Owens,Chromogenic print,30 x 40 in. (76.2 x 101.6 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Acquisition and Collection Committee",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.62&dim=300px,Doing laundry is death defying; as soon as you&#039;re done you have to start all over again.,1972,dade7e3df1b5
Richard Prince,Ektacolor photographs,86 x 47 in. (218.4 x 119.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Daniel Weinberg",http://www.moca.org/museum/pc_media_viewer.php?acsnum=92.84&dim=300px,Untitled (Palms and Decals),1987,bd43f40b45a5
Thomas Scheibitz,Oil on linen,57 1/8 x 98 1/2 in. (145.1 x 250.2 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.201&dim=300px,Untitled No. 372,2003,45f6ac924458
Allen Ruppersberg,Silkscreen on lead,21 7/8 x 14 in. (55.6 x 35.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Councilman Joel Wachs",http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.37&dim=300px,What Should I Do?,1988,62f9a2bdc46e
Adam Ross,Graphite on paper,"23 x 720 in. (58.4 x 1828.8 cm)
Each (24 Panels): 23 x 28 in. (58.4 x 71.1 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Michael A. Mehring and Shoshana and Wayne Blank",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2000.115A-X&dim=300px,"A Sequence of images derived from ideas of architecture, loneliness and time",1998,d8f6ee18f7c7
Roman Signer,"Single-channel DVD, unlimited edition",Dimensions variable,"The Museum of Contemporary Art, Los Angeles
Gift of Dean Valentine and Amy Adelson",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.56&dim=300px,"Bett, 5. Dezember",1996,141f1f09c44d
Ted Stamm,Oil on canvas,37 1/2 x 109 1/4 in. (95.3 x 277.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Igor Foundation, Inc.",http://www.moca.org/museum/pc_media_viewer.php?acsnum=86.68&dim=300px,C-Dodger-7,1980,3558cbb2df0a
Richard Anuszkiewicz,Gouache on paper,20 x 20 in. (50.8 x 50.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the Lasky Charitable Lead Trust, Marshall P. Levine and Harlan B. Levine, Trustees, in honor of Morelle I. Levine and Norman D. Levine",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.39&dim=300px,The Symbolic City,1963,0b25253b9d23
Lari Pittman,Oil and acrylic on mahogany panels,80 x 164 in. (203.2 x 416.6 cm),"The Museum of Contemporary Art, Los Angeles
The El Paso Natural Gas Company Fund for California Art",http://www.moca.org/museum/pc_media_viewer.php?acsnum=86.47&dim=300px,An American Place,1986,32f7116cc1dd
Larry Poons,Acrylic on canvas,101 x 153 x 4 in. (256.5 x 388.6 x 10.2 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Ronald Davis",http://www.moca.org/museum/pc_media_viewer.php?acsnum=83.35&dim=300px,Untitled,1969,80deec69b663
Jules Olitski,Acrylic on canvas,93 x 125 in. (236.2 x 317.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Stephan Hahn",http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.104&dim=300px,Pearlescent Flood,1970,fce13c96e896
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.67&dim=300px,Some days when there is no one to play with I build Glenn a tent play house out of two chairs and two blankets.,1972,05a762b8f451
Claes Oldenburg,"Muslin soaked in plaster over wire frame, painted with enamel",43 1/4 x 18 in. (109.9 x 45.7 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Collection",http://www.moca.org/museum/pc_media_viewer.php?acsnum=86.13&dim=300px,Green Stocking,1961,ae7ee4791b19
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.28&dim=300px,Untitled,1972,e252bbe53247
Catherine Opie,"Fuji Supergloss dye-coupler print, A.P.",20 x 16 in. (50.8 x 40.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Chip and Lara Leavitt",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.123&dim=300px,Frankie,1994,ed84f8f85433
Louise Nevelson,Wood painted black,43 x 36 x 34 in. (109.2 x 91.4 x 86.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Mr. and Mrs. Arnold Glimcher",http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.32&dim=300px,Moon Fountain,1957,d401ad06b824
Barnett Newman,"19 lithographs, edition 11/18",15 3/4 x 13 7/8 in. each,"The Museum of Contemporary Art, Los Angeles
Gift of Marcia Simon Weisman",http://www.moca.org/museum/pc_media_viewer.php?acsnum=83.13A-S&dim=300px,18 Cantos,1963,aa0975562026
Kelly Nipper,"Four framed chromogenic prints, edition 3/6",50 x 65 in. (127 x 165.1 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Curatorial Discretionary Fund",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.21.2&dim=300px,shotgun and a figure 8 (detail 2),2000,1194ba51cd6c
Arnold Newman,Silver print,11 x 14 in. (27.9 x 35.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Jonathan Starr",http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.110&dim=300px,Moses and Raphael Soyer - New York City,1942,80c0187af94f
Ivan Morley,Oil on glass,36 x 30 in. (91.4 x 76.2 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Curatorial Discretionary Fund",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.41&dim=300px,San Gabriel,2003,7e5e23f075a2
Robert Motherwell,Black ink on rice paper,9 x 11 in. (22.9 x 27.9 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Steven Roth",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.52&dim=300px,Lyric Suite (D65-),1779,26be1be36971
Paul McCarthy,Two black and white photographs,"Frame (each): 23 1/8 x 17 1/4 x 1 in. (58.7 x 43.8 x 2.5 cm)
Each: 23 1/4 x 17 1/4 in. (59.1 x 43.8 cm)","The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.168A-B&dim=300px,Face Painting/Floor White Line,1972,5225c4b9df51
Dave Muller,"Pencil, glitter, glue, and ink on paper",32 x 24 in. (81.3 x 61 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Drawings Committee, 2002",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2002.20&dim=300px,Damaged Goods,1994,813050aff969
Allan McCollum,Polymer-modified Hydrocal,20 x 21 x 21 in. (50.8 x 53.3 x 53.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.15&dim=300px,The Dog From Pompeii,1991,6e54484e869d
Elaine Mayes,Gelatin silver print,7 7/8 x 12 in. (20 x 30.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Sue and Al Dorskind",http://www.moca.org/museum/pc_media_viewer.php?acsnum=87.65.14&dim=300px,Pegasus,1972,59931fb11416
Malcolm Morley,Acrylic on canvas,36 x 72 in. (91.4 x 182.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift from the Collection of Laura-Lee and Robert Woods",http://www.moca.org/museum/pc_media_viewer.php?acsnum=91.75&dim=300px,Boat,1964,5291bd09cd96
Dan Asher,Ball point pen on paper,Other: 17 7/8 x 13 7/8 in. (45.4 x 35.2 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.128.1&dim=300px,Untitled,1994,fbd34444ea08
Carl Andre,Four steel plates,1/2 x 10 3/8 x 15 1/8 in. (1.3 x 26.4 x 38.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Kourosh Larizadeh and an anonymous donor",http://www.moca.org/museum/pc_media_viewer.php?acsnum=93.59&dim=300px,Asterism,1981,0233cff11321
John Miller,"Assorted plastic objects, aluminum cans, insulation foam, plaster, paper mache, modeling paste, styrofoam, acrylic on masonite panel",47 1/4 x 39 1/2 x 10 1/4 in. (120 x 100.3 x 26 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist and Metro Pictures, New York",http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.124&dim=300px,We Drank Some Cokes and Beat Our Toys into Ploughshares,1991,65242bd6e48a
Robert Moskowitz,Oil and collage on canvas,79 x 54 in. (200.7 x 137.2 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Leo Castelli",http://www.moca.org/museum/pc_media_viewer.php?acsnum=84.22&dim=300px,Untitled,1960,09f202f006ad
Paul McCarthy,"Cibachrome print, edition 2/3",72 x 48 in. (182.9 x 121.9 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.171&dim=300px,Masks (Monkey),1994,0b1600ba014c
Robert Motherwell,Black and colored ink on rice paper,11 x 9 in. (27.9 x 22.9 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Steven Roth",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.49&dim=300px,Lyric Suite (D65-),1648,abca57d62c06
John Neff,Collage on paper,"12 3/4 x 9 3/4 in. (32.4 x 24.8 cm)
Frame: 21 5/8 x 9 3/4 in. (54.9 x 24.8 cm)","The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by Martin and Rebecca Eisenberg",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.25&dim=300px,Untitled,2001,b45487550566
Nathan Oliveira,"Lithograph, edition 10/10",30 x 22 in. (76.2 x 55.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Beverly Cohn",http://www.moca.org/museum/pc_media_viewer.php?acsnum=83.14&dim=300px,Black Christ #1,1963,ca656ace086f
Margit Omar,Acrylic on canvas,79 x 140 in. (200.7 x 355.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of John Gordon",http://www.moca.org/museum/pc_media_viewer.php?acsnum=83.34A-B&dim=300px,Sometimes in Our Dreams We See Too Clearly,1983,5066edf2e47d
Bill Owens,Gelatin silver print,Paper: 8 x 10 in. (20.3 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.25&dim=300px,"I find the tensions of the day go away when I run a few miles before dark.  The light is different, I hear new things and smell new odors like a fireplace burning oakwood.  Sometimes I find that dogs are not man&#039;s best friend.",1972,98f1b57e4223
