technique,provenance,title,imageUrl,dimensions,artist,additionalInfo,url,production_id
"paper, photograph, brass, butterfly wings",Gift of Dr. and Mrs. Leon O. Banks,For Rosey,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSaar%5CRosey%2Ejpg,"8½ "" x 7½""",Betye Saar,"Attached to the outside of the glazing is a found photo of a baby (representing imaginary playmate Rosey), placed in such a way so that the arch forms a halo over the baby's head. A rose is affixed to the baby's photo, directly below its body. Butterfly wings are pasted to appear inside the window in the photo. Signed and dated (1976) verso.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Betye+Saar&whereclause=where+maker%3D%27Betye+Saar%27+OR+cleanmaker%3D%27Betye+Saar%27+OR+maker1%3D%27Betye+Saar%27+OR+maker2%3D%27Betye+Saar%27+OR+maker3%3D%27Betye+Saar%27+OR+maker4%3D%27Betye+Saar%27+OR+maker5%3D%27Betye+Saar%27&current_record=7,441756dc51a8
Serigraph on Fabriano Rosaspina paper,Museum purchase,Magnolia Flower,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSaar%5CSaar%5FMagnoliaFlower%2Ejpg,"14.75"" H x 11"" W",Betye Saar,"Edition 30/75, accompaning image for ""Bookmarks in the Pages of Life: Six Short Stories by Zora Neale Hurston"", ©2000. Depicts (2) individuals and magnolia flowers.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Betye+Saar&whereclause=where+maker%3D%27Betye+Saar%27+OR+cleanmaker%3D%27Betye+Saar%27+OR+maker1%3D%27Betye+Saar%27+OR+maker2%3D%27Betye+Saar%27+OR+maker3%3D%27Betye+Saar%27+OR+maker4%3D%27Betye+Saar%27+OR+maker5%3D%27Betye+Saar%27&current_record=8,c6ba842d6169
Serigraph on Fabriano Rosaspina paper,Museum purchase,Mother Catherine,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSaar%5CSaar%5FMotherCatherine%2Ejpg,"14.75"" H x 11"" W",Betye Saar,"Edition 30/75, accompaning image for ""Bookmarks in the Pages of Life: Six Short Stories by Zora Neale Hurston"", ©2000. Depicts robed woman and caged bird.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Betye+Saar&whereclause=where+maker%3D%27Betye+Saar%27+OR+cleanmaker%3D%27Betye+Saar%27+OR+maker1%3D%27Betye+Saar%27+OR+maker2%3D%27Betye+Saar%27+OR+maker3%3D%27Betye+Saar%27+OR+maker4%3D%27Betye+Saar%27+OR+maker5%3D%27Betye+Saar%27&current_record=9,2780533a5742
Serigraph on Fabriano Rosaspina paper,Museum purchase,High John De Conqueror,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSaar%5CSaar%5FJohnConqueror%2Ejpg,"14.75"" H x 11"" W",Betye Saar,"Edition 30/75, accompanying image for ""Bookmarks in the Pages of Life: Six Short Stories by Zora Neale Hurston"", ©2000. Depicts suited man and field hands with drum in foreground.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Betye+Saar&whereclause=where+maker%3D%27Betye+Saar%27+OR+cleanmaker%3D%27Betye+Saar%27+OR+maker1%3D%27Betye+Saar%27+OR+maker2%3D%27Betye+Saar%27+OR+maker3%3D%27Betye+Saar%27+OR+maker4%3D%27Betye+Saar%27+OR+maker5%3D%27Betye+Saar%27&current_record=10,2f23e44ea2cc
Serigraph on Fabriano Rosaspina paper,Museum purchase,The Conscience of the Court,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSaar%5CSaar%5FConscienceCourt%2Ejpg,"14.75"" H x 11"" W",Betye Saar,"Edition 30/75, accompaning image for ""Bookmarks in the Pages of Life: Six Short Stories by Zora Neale Hurston"", ©2000. Depicts standing woman and grandfather clock.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Betye+Saar&whereclause=where+maker%3D%27Betye+Saar%27+OR+cleanmaker%3D%27Betye+Saar%27+OR+maker1%3D%27Betye+Saar%27+OR+maker2%3D%27Betye+Saar%27+OR+maker3%3D%27Betye+Saar%27+OR+maker4%3D%27Betye+Saar%27+OR+maker5%3D%27Betye+Saar%27&current_record=11,86702840cb96
Serigraph on Fabriano Rosaspina paper,Museum purchase,Bone of Contention,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSaar%5CSaar%5FBoneContention%2Ejpg,"14.75"" H x 11"" W",Betye Saar,"Edition 30/75, accompaning image for ""Bookmarks in the Pages of Life: Six Short Stories by Zora Neale Hurston"", ©2000. Depicts (7) male individuals, donkey and quijada (lower jaw bone of donkey).",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Betye+Saar&whereclause=where+maker%3D%27Betye+Saar%27+OR+cleanmaker%3D%27Betye+Saar%27+OR+maker1%3D%27Betye+Saar%27+OR+maker2%3D%27Betye+Saar%27+OR+maker3%3D%27Betye+Saar%27+OR+maker4%3D%27Betye+Saar%27+OR+maker5%3D%27Betye+Saar%27&current_record=12,9a8c95768ede
Serigraph on Fabriano Rosaspina paper,Museum purchase,Now You Cookin' with Gas,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSaar%5CSaar%5FCookin%2Ejpg,"14.75"" H x 11"" W",Betye Saar,"Edition 30/75, accompaning image for ""Bookmarks in the Pages of Life: Six Short Stories by Zora Neale Hurston"", ©2000. Depicts (2) males in zoot suits and female figure in foreground.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Betye+Saar&whereclause=where+maker%3D%27Betye+Saar%27+OR+cleanmaker%3D%27Betye+Saar%27+OR+maker1%3D%27Betye+Saar%27+OR+maker2%3D%27Betye+Saar%27+OR+maker3%3D%27Betye+Saar%27+OR+maker4%3D%27Betye+Saar%27+OR+maker5%3D%27Betye+Saar%27&current_record=13,427f891e7ecc
Leather-bound book with letter-press printing and serigraphs,Museum purchase,Bookmarks in the Pages of Life: Six short stories by Zora Neale Hurston with six original serigraphs by Betye Saar,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSaar%5CBookmarks%2Ebmp,"15.25"" H x 12"" W x 1"" D",Betye Saar [illustrator],"Seventy-six page limited edition book containing (6) short stories: ""Bone of Contention, Magnolia Flower, High John De Conqueror, The Conscience of the Court, Mother Catherine and Now You Cookin' with Gas"". Each of the six stories is accompanied by an original illustration executed in serigraph.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Betye+Saar+%5Billustrator%5D&whereclause=where+maker%3D%27Betye+Saar+%5Billustrator%5D%27+OR+cleanmaker%3D%27Betye+Saar+%5Billustrator%5D%27+OR+maker1%3D%27Betye+Saar+%5Billustrator%5D%27+OR+maker2%3D%27Betye+Saar+%5Billustrator%5D%27+OR+maker3%3D%27Betye+Saar+%5Billustrator%5D%27+OR+maker4%3D%27Betye+Saar+%5Billustrator%5D%27+OR+maker5%3D%27Betye+Saar+%5Billustrator%5D%27&current_record=1,f1a29c0431ff
Photograph,(Attributed to) Gift of Wayne & Shelby Kostman,Prof. R. B. Smith,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CFICitems%5CFIC20015%2E4%2Ejpg,"6½ x 4¼""",Brittingham & Willyerd,"Sepia tone photograph of young African American man (Prof. R. B. Smith ?) wearing small wire glasses and a dark suit, with right hand on wicker chair.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Brittingham+%26+Willyerd&whereclause=where+maker%3D%27Brittingham+%26+Willyerd%27+OR+cleanmaker%3D%27Brittingham+%26+Willyerd%27+OR+maker1%3D%27Brittingham+%26+Willyerd%27+OR+maker2%3D%27Brittingham+%26+Willyerd%27+OR+maker3%3D%27Brittingham+%26+Willyerd%27+OR+maker4%3D%27Brittingham+%26+Willyerd%27+OR+maker5%3D%27Brittingham+%26+Willyerd%27&current_record=1,19a14477c139
Cast bronze,"Gift of the artist, in honor of Rev. Elliott James Mason",He's Got the Whole World in His Hands,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CWorld%2Ebmp,"29.25 x 13 x 8.5""",Carroll Harris Simms,Bronze sculpture of male figure (God) holding smaller abstract figures in his arms.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Carroll+Harris+Simms&whereclause=where+maker%3D%27Carroll+Harris+Simms%27+OR+cleanmaker%3D%27Carroll+Harris+Simms%27+OR+maker1%3D%27Carroll+Harris+Simms%27+OR+maker2%3D%27Carroll+Harris+Simms%27+OR+maker3%3D%27Carroll+Harris+Simms%27+OR+maker4%3D%27Carroll+Harris+Simms%27+OR+maker5%3D%27Carroll+Harris+Simms%27&current_record=1,880b1998823f
Wood,Gift of Dr. and Mrs. Melvin Silverman,Mask,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSilverman%5CChamba+mask%2Ejpg,"22 x 7""",Chamba people of Nigeria,"Chamba Helmet Mask. Rounded eyes, red dots all over, two projections from forehead and two horns on the top of the head.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Chamba+people+of+Nigeria&whereclause=where+maker%3D%27Chamba+people+of+Nigeria%27+OR+cleanmaker%3D%27Chamba+people+of+Nigeria%27+OR+maker1%3D%27Chamba+people+of+Nigeria%27+OR+maker2%3D%27Chamba+people+of+Nigeria%27+OR+maker3%3D%27Chamba+people+of+Nigeria%27+OR+maker4%3D%27Chamba+people+of+Nigeria%27+OR+maker5%3D%27Chamba+people+of+Nigeria%27&current_record=3,89637d75fc99
Carved and stained wood,Gift of T.K. Wang,Bird (The Penguin),http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDASFOT%7E1%5CBIRD%2EBMP,"overall: 14"" x 6.25"" x 2.25""; base: 2.25"" x 6.25""",Charles Dickson,Abstract wood carving in teak or mahogany on black wood base.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Charles+Dickson&whereclause=where+maker%3D%27Charles+Dickson%27+OR+cleanmaker%3D%27Charles+Dickson%27+OR+maker1%3D%27Charles+Dickson%27+OR+maker2%3D%27Charles+Dickson%27+OR+maker3%3D%27Charles+Dickson%27+OR+maker4%3D%27Charles+Dickson%27+OR+maker5%3D%27Charles+Dickson%27&current_record=1,537c5a736141
Cast bronze on marble and wood platform,Museum purchase,Mae,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMae%2Ejpg,"20.5"" H x 8.75"" W x 6.75"" D",Charles Dickson,"Female figure balanced on proper left leg and arms in dancing motion. Edition 4 of 20. Part of the ""Sisters, Bodies and Spirits"" series.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Charles+Dickson&whereclause=where+maker%3D%27Charles+Dickson%27+OR+cleanmaker%3D%27Charles+Dickson%27+OR+maker1%3D%27Charles+Dickson%27+OR+maker2%3D%27Charles+Dickson%27+OR+maker3%3D%27Charles+Dickson%27+OR+maker4%3D%27Charles+Dickson%27+OR+maker5%3D%27Charles+Dickson%27&current_record=2,75c0c96f04ce
Gelatin silver print,Gift of Gary and Tracy Mezzatesta,Faces Set #9: Pam Chriswell,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CCharles%5FGaines%5CGaines%5FFacesLeft%2Ejpg,"27.5"" H x 23.5"" W",Charles Gaines,Triptych portrait of African American womans face; first from left.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Charles+Gaines&whereclause=where+maker%3D%27Charles+Gaines%27+OR+cleanmaker%3D%27Charles+Gaines%27+OR+maker1%3D%27Charles+Gaines%27+OR+maker2%3D%27Charles+Gaines%27+OR+maker3%3D%27Charles+Gaines%27+OR+maker4%3D%27Charles+Gaines%27+OR+maker5%3D%27Charles+Gaines%27&current_record=1,a9f3afd53e75
pen & ink on paper,Gift of Gary and Tracy Mezzatesta,"Faces Set #9: Drawing 2, The Negative",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CCharles%5FGaines%5CGaines%5FFacesCenter%2Ejpg,"27.5"" H x 23.5"" W",Charles Gaines,Triptych portrait of African American womans face; middle piece.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Charles+Gaines&whereclause=where+maker%3D%27Charles+Gaines%27+OR+cleanmaker%3D%27Charles+Gaines%27+OR+maker1%3D%27Charles+Gaines%27+OR+maker2%3D%27Charles+Gaines%27+OR+maker3%3D%27Charles+Gaines%27+OR+maker4%3D%27Charles+Gaines%27+OR+maker5%3D%27Charles+Gaines%27&current_record=2,4e2087b9ac22
pen & ink on paper,Gift of Gary and Tracy Mezzatesta,"Faces Set #9: Drawing 3, The Composite",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CCharles%5FGaines%5CGaines%5FFacesRight%2Ejpg,"27.5"" H x 23.5"" W",Charles Gaines,Triptych portrait of African American womans face; right-side piece.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Charles+Gaines&whereclause=where+maker%3D%27Charles+Gaines%27+OR+cleanmaker%3D%27Charles+Gaines%27+OR+maker1%3D%27Charles+Gaines%27+OR+maker2%3D%27Charles+Gaines%27+OR+maker3%3D%27Charles+Gaines%27+OR+maker4%3D%27Charles+Gaines%27+OR+maker5%3D%27Charles+Gaines%27&current_record=3,d696ed01b3fd
Gelatin silver prints and ink mounted on board,Gift of Gary and Tracy Mezzatesta,Night Crimes: Ursa Major II,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CCharles%5FGaines%5CGaines%5FNightCrimes%2Ejpg,"41.25"" H x 26"" W",Charles Gaines,Three photographs mounted on board; top left pictures two people at beach scene hunched over fallen individual; top right portrait of young White male; bottom pictures Ursa Major (The Big Dipper) in evening sky.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Charles+Gaines&whereclause=where+maker%3D%27Charles+Gaines%27+OR+cleanmaker%3D%27Charles+Gaines%27+OR+maker1%3D%27Charles+Gaines%27+OR+maker2%3D%27Charles+Gaines%27+OR+maker3%3D%27Charles+Gaines%27+OR+maker4%3D%27Charles+Gaines%27+OR+maker5%3D%27Charles+Gaines%27&current_record=4,13b47166a044
ink on paper,Museum purchase,"Letters and sketches pertaining to the invention of the ""Creep Jack""",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDocuments%5CCreep+Jack%2Ebmp,varies,Charles Robertson,"Collection of (24) letters and clippings pertaining to invention of the ""Creep jack"". This device invented by Mr. Robertson, was designed to move up to five rail cars on sliding without the need for a locomotive. The letters are written to a Mr. Robert H. Diggory of Wilkes Barre, PA who agreed to help with the invention for half interest in the patent.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Charles+Robertson&whereclause=where+maker%3D%27Charles+Robertson%27+OR+cleanmaker%3D%27Charles+Robertson%27+OR+maker1%3D%27Charles+Robertson%27+OR+maker2%3D%27Charles+Robertson%27+OR+maker3%3D%27Charles+Robertson%27+OR+maker4%3D%27Charles+Robertson%27+OR+maker5%3D%27Charles+Robertson%27&current_record=1,82a640fe9894
African mahogany,Gift of Charles and Geraldine Schlein,Lament (the Victim of Lynching - the Lament and the Protest),http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CLament%2Ejpg,"37.5"" H x 30"" W x 0.75"" D",Charles Schlein,Bas relief sculpture depicting lamenting after a lynching.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Charles+Schlein&whereclause=where+maker%3D%27Charles+Schlein%27+OR+cleanmaker%3D%27Charles+Schlein%27+OR+maker1%3D%27Charles+Schlein%27+OR+maker2%3D%27Charles+Schlein%27+OR+maker3%3D%27Charles+Schlein%27+OR+maker4%3D%27Charles+Schlein%27+OR+maker5%3D%27Charles+Schlein%27&current_record=1,9f0af67f9a84
Gelatin silver print,Gift of C.W. Slaughter,Miles Davis,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMilesDavis%5FSlaughter%2Ejpg,"14"" H x 11"" W",Charles W. Slaughter,Miles Davis shown performing in profile.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Charles+W%2E+Slaughter&whereclause=where+maker%3D%27Charles+W%2E+Slaughter%27+OR+cleanmaker%3D%27Charles+W%2E+Slaughter%27+OR+maker1%3D%27Charles+W%2E+Slaughter%27+OR+maker2%3D%27Charles+W%2E+Slaughter%27+OR+maker3%3D%27Charles+W%2E+Slaughter%27+OR+maker4%3D%27Charles+W%2E+Slaughter%27+OR+maker5%3D%27Charles+W%2E+Slaughter%27&current_record=1,69d44f53801b
Oil on canvas,Gift of the Director Arts Circle,Freedom Now,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CCharles%5FWhite%5CFreedom%2Ejpg,"40.5"" H x 50.25"" W",Charles Wilbert White,oil on canvas,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Charles+Wilbert+White&whereclause=where+maker%3D%27Charles+Wilbert+White%27+OR+cleanmaker%3D%27Charles+Wilbert+White%27+OR+maker1%3D%27Charles+Wilbert+White%27+OR+maker2%3D%27Charles+Wilbert+White%27+OR+maker3%3D%27Charles+Wilbert+White%27+OR+maker4%3D%27Charles+Wilbert+White%27+OR+maker5%3D%27Charles+Wilbert+White%27&current_record=1,8b5521f2cf31
Pen and ink drawing,Gift of Dr. and Mrs. Leon O. Banks,Untitled (Study for a Sculpture),http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CCharles%5FWhite%5CStudy%2Ejpg,"28"" H x 21"" W x 1"" D",Charles Wilbert White,"Signed and dated (1963) lower right. A solitary male figure stands on top of a heap of lumber. There was a forger of Charles White's work and the figure is under scrutiny by certain experts that it may not be White's. Possibly the study for ""Birminham Totem"", 1964 in the Collection of the High Museum of Art.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Charles+Wilbert+White&whereclause=where+maker%3D%27Charles+Wilbert+White%27+OR+cleanmaker%3D%27Charles+Wilbert+White%27+OR+maker1%3D%27Charles+Wilbert+White%27+OR+maker2%3D%27Charles+Wilbert+White%27+OR+maker3%3D%27Charles+Wilbert+White%27+OR+maker4%3D%27Charles+Wilbert+White%27+OR+maker5%3D%27Charles+Wilbert+White%27&current_record=2,0f4e2d9dc3f4
lithograph on paper,Gift of Dorothy Geller,Mayor Thomas Bradley,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CCharles%5FWhite%5CBradWhite%2Ejpg,"30"" H x 22"" W",Charles Wilbert White,Profile of Mayor Tom Bradley (1917 - 1998),http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Charles+Wilbert+White&whereclause=where+maker%3D%27Charles+Wilbert+White%27+OR+cleanmaker%3D%27Charles+Wilbert+White%27+OR+maker1%3D%27Charles+Wilbert+White%27+OR+maker2%3D%27Charles+Wilbert+White%27+OR+maker3%3D%27Charles+Wilbert+White%27+OR+maker4%3D%27Charles+Wilbert+White%27+OR+maker5%3D%27Charles+Wilbert+White%27&current_record=3,0362002fa8df
Woodcut,Gift of the Arts Council,Untitled (Man with Beard),http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CCharles%5FWhite%5CWhite%5FUntitled%2Ejpg,"18.75"" x 15.5""",Charles Wilbert White,Stylized portrait of bearded man.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Charles+Wilbert+White&whereclause=where+maker%3D%27Charles+Wilbert+White%27+OR+cleanmaker%3D%27Charles+Wilbert+White%27+OR+maker1%3D%27Charles+Wilbert+White%27+OR+maker2%3D%27Charles+Wilbert+White%27+OR+maker3%3D%27Charles+Wilbert+White%27+OR+maker4%3D%27Charles+Wilbert+White%27+OR+maker5%3D%27Charles+Wilbert+White%27&current_record=4,87a5547ad2d5
Oil on panel,Gift of Thomas N. Whitehead in memory of Ora G. Williams,Pecan Pickers,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPecan+Pickers%2Ejpg,"21½"" x 27½""",Clementine Hunter,Male and female workers in a field picking pecans.,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Clementine+Hunter&whereclause=where+maker%3D%27Clementine+Hunter%27+OR+cleanmaker%3D%27Clementine+Hunter%27+OR+maker1%3D%27Clementine+Hunter%27+OR+maker2%3D%27Clementine+Hunter%27+OR+maker3%3D%27Clementine+Hunter%27+OR+maker4%3D%27Clementine+Hunter%27+OR+maker5%3D%27Clementine+Hunter%27&current_record=1,95983d1bf1a7
Cardboard and paper,Gift of Vertenis Shephard,British Passport of Kenneth F. Renwick (Ken Renard),http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CKen+Renard%5CRenardPP%2Ejpg,"6"" H x 4.25"" W x  0.375"" D",Colonial Secretary's Office,"(32) page British passport issued to Kenneth Renard at the Government House in the City of Port-of-Spain, in the island of Trinidad; documenting his arrival to the United States of America.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Colonial+Secretary%27s+Office&whereclause=where+maker%3D%27Colonial+Secretary%27%27s+Office%27+OR+cleanmaker%3D%27Colonial+Secretary%27%27s+Office%27+OR+maker1%3D%27Colonial+Secretary%27%27s+Office%27+OR+maker2%3D%27Colonial+Secretary%27%27s+Office%27+OR+maker3%3D%27Colonial+Secretary%27%27s+Office%27+OR+maker4%3D%27Colonial+Secretary%27%27s+Office%27+OR+maker5%3D%27Colonial+Secretary%27%27s+Office%27&current_record=1,f76525bf220f
printed paper,Gift of Edward T. Garcia,Dartmouth College Concert Series presents: de Paur's Infantry Chorus,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMilitary%5CdePaur%5CDePaur%5FDartmouthCollege+copy%2Ejpg,"11"" H x 7.75"" W","Columbia Concerts, Inc.","Program for concert at Webster Hall, Dartmouth College featuring Songs by Contemporary Composers, Folk Songs from Latin America, Songs from World War II, Negro Spirituals and Work Songs, and Songs of Faith.",http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Columbia+Concerts%2C+Inc%2E&whereclause=where+maker%3D%27Columbia+Concerts%2C+Inc%2E%27+OR+cleanmaker%3D%27Columbia+Concerts%2C+Inc%2E%27+OR+maker1%3D%27Columbia+Concerts%2C+Inc%2E%27+OR+maker2%3D%27Columbia+Concerts%2C+Inc%2E%27+OR+maker3%3D%27Columbia+Concerts%2C+Inc%2E%27+OR+maker4%3D%27Columbia+Concerts%2C+Inc%2E%27+OR+maker5%3D%27Columbia+Concerts%2C+Inc%2E%27&current_record=1,37052e7ec6b5
