dim,made,prov,title,nationality,artist,image_url,birth_date,death_date,production_id
19-3/4 x 29-1/4 in. (50.2 x 74.3 cm),1838-1839,The Norton Simon Foundation,"Rebecca at the Well,",French,Jean-Baptiste Camille Corot,http://images.nortonsimon.org/viewer/index.php?id=F.1972.21.P,1796,1875,4a14d70dfa0c
10 x 13 in. (25.3 x 33 cm),1823-1824,"Norton Simon Art Foundation, from the Estate of Jennifer Jones Simon","Farm Building at Bois-Guillaume, near Rouen,",French,Jean-Baptiste Camille Corot,http://images.nortonsimon.org/viewer/index.php?id=M.2010.1.88.P,1796,1875,9cde6e97e2d9
Sheet: 18 x 15 in. (45.72 x 38.1 cm.); Image 12 1/2 x 10 3/8 in. (31.72 x 26.35 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1966","Blossom Cameo,",American,Steven Cortright,http://images.nortonsimon.org/viewer/index.php?id=P.1966.07.157,1942,1991,11184d78759d
Sheet: 18 x 15 in. (45.72 x 38.1 cm.); Image: 12 x 9 1/2 in. (30.48 x 24.13 cm.),1965,"Norton Simon Museum, Anonymous Gift, 1966","Blossom,",American,Steven Cortright,http://images.nortonsimon.org/viewer/index.php?id=P.1966.07.156,1942,1991,89a1a3753aff
11-1/8 x 9-1/16 x 6-5/8 in. (28.3 x 23.0 x 16.8 cm),1885,Norton Simon Art Foundation,"Dancer with Tambourine,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.19.S,1834,1917,4668c5e598e0
12-1/4 x 6-1/4 x 4 in. (31.1 x 10.2 cm),1885-1890,Norton Simon Art Foundation,"Dancer Rubbing Her Knee,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.26.S,1834,1917,0a36f3558aaa
22-1/2 x 12-3/4 x 8-5/8 in. (57.2 x 32.4 x 22.0 cm),1885,Norton Simon Art Foundation,"Dancer Ready to Dance, the Right Foot Forward,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.35.S,1834,1917,a44ea22839d4
18-5/8 x 13-3/8 x 5-1/2 in. (47.4 x 34.0 x 14.0 cm),1896-1911,Norton Simon Art Foundation,"Dancer Putting on Her Stocking,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.13.S,1834,1917,f2ec110e7f3d
17 x 12-11/16 x 4-15/16 in. (43.2 x 32.2 x 12.5 cm),1896-1911,Norton Simon Art Foundation,"Dancer Putting on Her Stocking,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.12.S,1834,1917,3b82d99c069a
4-1/16 x 7-1/2 x 2-3/8 in. (10.3 x 19 x 6 cm),1881-1890,Norton Simon Art Foundation,"Draught Horse,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.43.S,1834,1917,2b0ee3eff491
18-3/4 x 9 x 8-1/2 in. (22.2 x 22.9 cm),1896-1911,Norton Simon Art Foundation,"Dancer Putting on Her Stocking,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.11.S,1834,1917,e6d194fb6914
25-5/8 x 21-3/8 in. (65.1 x 54.3 cm),1863,Norton Simon Art Foundation,"Vase of Lilacs, Roses, and Tulips,",French,Gustave Courbet,http://images.nortonsimon.org/viewer/index.php?id=M.1979.24.P,1819,1877,cef0aa733125
23-5/8 x 28-3/4 in. (60 x 73 cm),1849,Norton Simon Art Foundation,"Peasant Girl with a Scarf,",French,Gustave Courbet,http://images.nortonsimon.org/viewer/index.php?id=M.1989.2.P,1819,1877,3bb3a86cb46e
39-3/8 x 59-1/4 in. (100 x 150.5 cm),1867-1868,"Norton Simon Art Foundation, Gift of Mr. Norton Simon","Stream of the Puits-Noir at Ornans,",French,Gustave Courbet,http://images.nortonsimon.org/viewer/index.php?id=M.1976.13.P,1819,1877,5e0a0eb601e9
19-3/4 x 24 in. (50.2 x 61cm),1865 -1866,The Norton Simon Foundation,"Marine,",French,Gustave Courbet,http://images.nortonsimon.org/viewer/index.php?id=F.1970.12.P,1819,1877,17b6fc586efa
25-1/2 x 21-1/4 in. (64.8 x 54 cm),1874,The Norton Simon Foundation,"Henri Rochefort,",French,Gustave Courbet,http://images.nortonsimon.org/viewer/index.php?id=F.1972.18.1.P,1819,1877,227d9c85e1c2
25-3/4 x 32 in. (65.4 x 81.3 cm),1869,The Norton Simon Foundation,"Cliff at Étretat, the Porte d' Aval,",French,Gustave Courbet,http://images.nortonsimon.org/viewer/index.php?id=F.1969.06.2.P,1819,1877,1f76e291f09b
23-1/2 x 28-3/4 in. (59.7 x 73 cm),1871-1872,Norton Simon Art Foundation,"Apples, Pears, and Primroses on a Table,",French,Gustave Courbet,http://images.nortonsimon.org/viewer/index.php?id=M.1999.2.1.P,1819,1877,efd7b8213e37
75 x 27-1/2 in. (190.5 x 69.9 cm),1530,Norton Simon Art Foundation,"Adam,",German,Lucas Cranach the Elder,http://images.nortonsimon.org/viewer/index.php?id=M.1971.1.P,1472,1553,b409d0541ac7
16-1/4 x 24-7/8 x 16-3/16 in. (41.3 x 63.2 x 41.1 cm),1885-1890,Norton Simon Art Foundation,"Grande Arabesque, Third Time,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.07.S,1834,1917,47c6f323bbc1
17-5/8 x 25-1/8 x 9-7/8 in. (44.8 x 63.8 x 25 cm),1882-1895,Norton Simon Art Foundation,"Grande Arabesque, Third Time,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.06.S,1834,1917,ba4222e07cd2
17-3/16 x 24-3/4 x 11-1/8 in. (43.7 x 62.9 x 28.3 cm),1885-1890,Norton Simon Art Foundation,"Grande Arabesque, Second Time,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.05.S,1834,1917,87474585d4f7
19-5/16 x 14-3/4 x 9-15/16 in. (49.1 x 37.5 x 25.2 cm),1885-1890,Norton Simon Art Foundation,"Grande Arabesque, First Time,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.04.S,1834,1917,d6e35d67eac8
17-3/4 x 23-3/4 in. (45.1 x 60.3 cm),1875,Norton Simon Art Foundation,"Girls Beside the Sea,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1996.2.P,1834,1917,441c409acf6e
23-3/8 x 14-3/8 x 13-7/8 in. ( 59.4 x 36.5 x 35.2 cm),1885-1890,Norton Simon Art Foundation,"Fourth Position Front, on the Left Leg,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.09.S,1834,1917,d3def9fbae2e
22-1/2 x 13-3/8 x 14-5/16 in. (57.2 x 33.9 x 36.3 cm),1882-1895,Norton Simon Art Foundation,"Fourth Position Front, on the Left Leg,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.10.S,1834,1917,eea6d82c1491
16-1/2 x 10-1/2 x 10-1/16 in.  (41.9 x 26.7 x 25.6 cm),1885,Norton Simon Art Foundation,"Fourth Position Front, on the Left Leg,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.08.S,1834,1917,3fbcb8b953b2
comp:  13-7/8 x 24-1/4 in. (35.2 x 61.6 cm); mount:  15-7/8 x 25-1/4 in. (40.3 x 64.1 cm),1879,Norton Simon Art Foundation,"Fan: Dancers on the Stage,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1978.27.P,1834,1917,0f4d109d4bb4
17-1/4 x 8 x 9-1/8 in. (43.8 x 20.3 cm),1896-1911,Norton Simon Art Foundation,"Dressed Dancer at Rest, Hands Behind Her Back, Right Leg Forward,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.22.S,1834,1917,85a043f186d6
6-5/16 x 4-15/16 x 4-1/8 in. (16.0 x 12.6 x 10.5 cm),1892,Norton Simon Art Foundation,"Head, Study for the Portrait of Mme S.,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.66.S,1834,1917,da16d8515b3a
6-1/4 x 8-1/2 in. (15.9 x 21.6 cm),1877,Norton Simon Art Foundation,"Woman Getting Out of the Bath,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1978.26.P,1834,1917,1725ce7892db
16-5/8 x 7-1/2 x 5-9/16 in. (42.2 x 19 x 14.2 cm),1896-1911,Norton Simon Art Foundation,"Woman Getting Out of the Bath,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.62.S,1834,1917,4db0458885c2
18 x 23-3/4 in. (45.7 x 60.3 cm),1876-1877,The Norton Simon Foundation,"Woman Drying Herself After the Bath,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=F.1978.04.P,1834,1917,59bbb88d40b4
28-1/8 x 24-3/4 in. (71.4 x 62.9 cm),1905,Norton Simon Art Foundation,"Woman Drying Her Hair,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1969.06.P,1834,1917,05a63fe3b21a
18-3/8 x 12-3/4 in. (46.7 x 32.4 cm),1877,Norton Simon Art Foundation,"Woman Combing Her Hair Before a Mirror,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1968.03.P,1834,1917,532c729d1b42
7-1/4 x 10-13/16 x 3-9/16 in. (18.4 x 27.4 x 9 cm),1881-1890,Norton Simon Art Foundation,"Horse with Head Lowered,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.44.S,1834,1917,47cffc6b8432
6-1/16 x 2-15/16 x 2-1/4 in. (15.4 x 7.5 x 5.7 cm),1881-1890,Norton Simon Art Foundation,"Jockey,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.48.S,1834,1917,41cb9de89517
8-3/4 x 10-1/4 x 4 in. (22.2 x 27.3 x 10.1 cm),Before 1881,Norton Simon Art Foundation,"Horse Walking,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.49.S,1834,1917,45a902912a7b
9-1/8 x 8-7/8 x 3-7/16 in. (23.2 x 22.4 x 8.7 cm),1880,Norton Simon Art Foundation,"Horse Walking,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.38.S,1834,1917,fd36cacd0f5a
11-1/2 x 15-3/4 x 7-1/4 in. (29.2 x 40.0 x 18.4 cm),Before 1881,Norton Simon Art Foundation,"Horse Standing,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.45.S,1834,1917,19771f24784b
9 x 10 1/4 x 2 1/4 in. (22.9 x 27.3 x 12.7 cm),1881-1890,Norton Simon Art Foundation,"Horse Trotting, the Feet Not Touching the Ground,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1979.31.S,1834,1917,b443d1a00389
9-1/4 x 14-3/8 x 5-1/4 in. (23.5 x 36.6 x 13.3 cm),1865-1881,Norton Simon Art Foundation,"Horse Galloping, Turning its Head to the Right, the Feet Not Touching the Ground,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.50.S,1834,1917,224d29578a37
7-1/2 x 13-1/4 x 7-1/16 in. (19.8 x 33.7 x 17.9 cm),1881-1890,Norton Simon Art Foundation,"Horse Galloping on Right Foot, the Back Left Only Touching the Ground,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.47.S,1834,1917,be7e33add326
11-7/8 x 16-1/2 x 9-5/8 in. (30.2 x 42.0 x 24.4 cm),1881-1890,Norton Simon Art Foundation,"Horse Clearing an Obstacle,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.41.S,1834,1917,b275fbffd1f1
12-3/8 x 16-1/2 x 3-1/2 in. (31.4 x 41.9 x 8.9 cm),1881-1890,Norton Simon Art Foundation,"Horse Galloping on Right Foot,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.40.S,1834,1917,830b489e8066
10-5/16 x 8-1/16 x 15 in. (26.2x 20.3 x 15 cm),1892,Norton Simon Art Foundation,"Head, Study for the Portrait of Mme S.,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.67.S,1834,1917,31b0781b79cd
18-1/2 x 9-7/8 x 5-1/2 in. (47.0 x 25.1 x 14.0 cm),1896-1911,Norton Simon Art Foundation,"Woman Arranging Her Hair,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.59.S,1834,1917,62f34dfd60c9
image: 10 x 13-5/8 in. (25.4 x 34.6 cm); sheet: 10-5/8 x 14-1/8 in. (27.0 x 35.9 cm),1890-1892,The Norton Simon Foundation,"Wheat Field and Green Hill,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=F.1983.02.2.P,1834,1917,2cda2f0c2723
19 x 24 in. (48.2 x 61 cm),1879-1882,"Jointly owned by the Norton Simon Art Foundation, Pasadena and The J. Paul Getty Museum, Los Angeles","Waiting,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1983.1.P,1834,1917,4c64aa4358e9
8-11/16 x 17-15/16 x 16-9/16 in. (22.1 x 45.6 x 42.1 cm),1889,Norton Simon Art Foundation,"Tub,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.53.S,1834,1917,0c1ccd06ccb2
18-1/4 x 24-1/2 in. (46.4 x 62.2 cm),1872-1874,The Norton Simon Foundation,"Three Dancers,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=F.1969.35.1.P,1834,1917,8823954c658b
7-1/8 x 4 x 3-1/8 in. (19.1 x 10.2 x 7.9 cm),1865-1881,Norton Simon Art Foundation,"Jockey,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.51.S,1834,1917,a53bf7052186
5-1/2 x 8-3/4 x 4-1/8 in. (14.0 x 22.2 x 10.5 cm),1880,Norton Simon Art Foundation,"Thoroughbred Horse Walking,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.37.S,1834,1917,bc1cdcad3b36
12-1/2 x 10-1/4 x  8 in. ( 31.8 x 26 x 20.3 cm),1881-1890,Norton Simon Art Foundation,"Rearing Horse,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.42.S,1834,1917,5f930716258a
17-1/8 x 6-11/16 x 5-1/8 in. (43.5 x 17.0 x 13.0 cm),1896-1911,Norton Simon Art Foundation,"Pregnant Woman,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.54.S,1834,1917,33c928a72932
10-7/16 x 10-11/16 x 5-1/8 in. ( 26.5 x 27.2 x 13.1 cm),1881-1890,Norton Simon Art Foundation,"Prancing Horse,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.39.S,1834,1917,8e89f06b0cbf
18-1/2 x 12-1/2 in. (47.0 x 31.8 cm),1879,"Norton Simon Art Foundation, Gift of Mr. Norton Simon","Portrait of Madame Dietz-Monnin,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1976.07.P,1834,1917,ff9d38c3f507
4-13/16 x 6-11/16 x 5-5/16 in. (12.2 x 17 x 13.5 cm),1885-1888,Norton Simon Art Foundation,"Portrait of a Woman (Mme Bartholome?),",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.68.S,1834,1917,012b370b19c8
comp: 10 x 13-5/8 in. (25.4 x 34.6 cm); sheet: 10-5/8 x 14-1/8 in. (27.0 x 35.9 cm),1890-1892,The Norton Simon Foundation,"Olive Trees Against a Mountainous Background,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=F.1983.02.1.P,1834,1917,8de890304834
17-1/4 x 15-1/4 x 13-1/2 in. (43.8 x 38.7 x 34.3 cm),1896-1911,Norton Simon Art Foundation,"Masseuse,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.65.S,1834,1917,a7a516130ff5
plate: 10-1/2 x 9-1/4 in. (26.7 x 23.5 cm); sheet: 14 x 10-5/8 in. (35.5 x 27 cm),1879-1880,Norton Simon Art Foundation,"Mary Cassatt at the Louvre: The Etruscan Gallery,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1979.09.2.G,1834,1917,cd2f6a804cc2
7-5/8 x 9-5/8 in. (18.9 x 24.8 cm),1669,Norton Simon Art Foundation,"Study for Aeneas and the Cumean Sibyl,",French,Claude Gellée called Claude Lorrain,http://images.nortonsimon.org/viewer/index.php?id=M.1970.7.56.D,1600,1682,bce1145347a3
22-1/4 x 29-3/4 in. (56.5 x 75.6 cm),1878-1880,The Norton Simon Foundation,"The Star: Dancer on Pointe,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=F.1969.40.P,1834,1917,3bbcfea77807
6-11/16 x 11-7/16 in. (17.0 x 29.1 cm),1664-1665,Norton Simon Art Foundation,"Landscape with Jacob at the Well,",French,Claude Gellée called Claude Lorrain,http://images.nortonsimon.org/viewer/index.php?id=M.1970.7.51.D,1600,1682,61954db23b32
10-1/2 x 13-7/8 in. (26.7 x 35.2 cm),1659,Norton Simon Art Foundation,"Landscape with Jacob and Laban and His Daughters,",French,Claude Gellée called Claude Lorrain,http://images.nortonsimon.org/viewer/index.php?id=M.1976.01.P,1600,1682,21a2535bf68b
25-3/4 x 37-1/2 in. (65.4 x 95.3 cm),1629-1632,Norton Simon Art Foundation,"Landscape with a Piping Shepherd,",French,Claude Gellée called Claude Lorrain,http://images.nortonsimon.org/viewer/index.php?id=M.2007.3.P,1600,1682,7f2780b0abb1
Oban tate-e,1815-1829,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett","The Courtesan Shiratama of Tamaya House with Her Attendant Girls, Kikishi and Tsubomi,",Japanese,Eishi Chobunsai,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.13,1756,1829,d9fabb7664a0
"Oban Tate-e, comp: 13-3/8 x 8-7/8 in. (34.0 x 22.5 cm); sheet: 14 5/8 x 9 7/8 in. (37.2 x 25.1 cm)",1790-1803,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett","Matching the Wine-Cups,",Japanese,Eishi Chobunsai,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.17,1756,1829,2cef2cf93e6c
7-7/16 x 9-3/4 in. (18.9 x 24.8 cm),1659,Norton Simon Art Foundation,"Esther on Her Way to Ahasuerus,",French,Claude Gellée called Claude Lorrain,http://images.nortonsimon.org/viewer/index.php?id=M.1970.7.42.D,1600,1682,93711a9921c2
8-9/16 x 12-7/16 in. (21.7 x 31.6 cm),1640,Norton Simon Art Foundation,"Hilly Countryside,",French,Claude Gellée called Claude Lorrain,http://images.nortonsimon.org/viewer/index.php?id=M.1970.7.11.D,1600,1682,6cb9b57e7044
7-1/2 x 10-3/16 in. (19.1 x 25.9 cm),1657-1659,Norton Simon Art Foundation,"Esther on Her Way to Ahasuerus,",French,Claude Gellée called Claude Lorrain,http://images.nortonsimon.org/viewer/index.php?id=M.1970.7.41.D,1600,1682,e1648878e45c
8-1/8 x 11-1/2 in. (20.6 x 29.2 cm),1640-1645,Norton Simon Art Foundation,"Classical Landscape,",French,Claude Gellée called Claude Lorrain,http://images.nortonsimon.org/viewer/index.php?id=M.1970.7.22.D,1600,1682,e6c1cfd67726
5-13/16 x 8-1/16 in. (14.8 x 20.5 cm),1660,Norton Simon Art Foundation,"Apollo As Herdsman and Mercury,",French,Claude Gellée called Claude Lorrain,http://images.nortonsimon.org/viewer/index.php?id=M.1970.7.44.D,1600,1682,932b01da555e
9-7/8 x 7-5/8 in. (25.1 x 19.4 cm),1873,Norton Simon Art Foundation,"The Laundress,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1979.05.P,1834,1917,d3864bfb2402
9-1/4 x 12-3/8 x 4-3/4 in. (23.5 x 31.4 x 12.1 cm),Before 1881,Norton Simon Art Foundation,"Study of a Mustang,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.46.S,1834,1917,2f9a27035fa4
59 x 81-1/2 in. (149.9 x 207.0 cm),1861-1862,"The Norton Simon Foundation, Gift of Mr. Norton Simon","The Rape of the Sabines (after Poussin),",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=F.1983.06.P,1834,1917,77963cc5a4bf
11-3/4 x 15-1/2 in. (29.8 x 39.4 cm),1890,"Norton Simon Museum, Museum Purchase, B. Gerald Cantor Fund","Squall in the Mountains,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=P.1965.009.1,1834,1917,f515c694cc67
16-7/16 x 7-1/8 x 6-1/2 in. (41.7 x 18.1 x 16.5 cm),1896-1911,Norton Simon Art Foundation,"Spanish Dance,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.15.S,1834,1917,d2059b54409c
28-9/16 x 13-9/16 x 11-3/4 in. (72.5 x 34.4 x 29.8 cm),1878-1879,Norton Simon Art Foundation,"Study in the Nude for the Dressed Ballet Dancer,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.36.S,1834,1917,25ca349a0509
17-1/2 x 7-1/4 x 4-3/4 in. (44.5 x 18.4 x 12.1 cm),Mid 1880's,Norton Simon Art Foundation,"Spanish Dance,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.16.S,1834,1917,b1b61e176aaa
18-1/4 x 12 x 20-1/8 in. (46.4 x 30.5 cm),1896-1911,Norton Simon Art Foundation,"Seated Woman Wiping Her Left Hip,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.56.S,1834,1917,2022bdf7235e
13-7/8 x 13-1/2 x 9-1/2 in. (35.2 x 34.3 x 24.1 cm),1896-1911,Norton Simon Art Foundation,"Seated Woman Wiping Her Left Side,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.64.S,1834,1917,a8dcbef98e71
10-5/8 in. (27.0 cm),1881,Norton Simon Art Foundation,"Schoolgirl,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1979.22.S,1834,1917,e1c8eaedca23
plate: 4-5/8 x 6-1/4 in. (11.7 x 15.9 cm); sheet: 8 x 9-3/8 in. (20.3 x 23.8 cm),1879,Norton Simon Art Foundation,"Laundresses,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1979.01.G,1834,1917,d9ae1940355b
17-5/8 x 12-1/4 in. irreg. (44.8 x 31.1 cm),1878,Norton Simon Art Foundation,"Seated Dancer Rubbing Her Leg,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1978.23.D,1834,1917,0e7e0827172c
37-5/8 x 13-3/16 x 9-15/16 in. (95.6 x 33.5 x 25.2 cm),1878-1881,Norton Simon Art Foundation,"Little Dancer, Aged Fourteen,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=M.1977.02.70.S,1834,1917,9115ff911b22
7-1/8 x 4-5/16 in. (18.1 x 11.0 cm),1874,The Norton Simon Foundation,"Jockey on Horse,",French,Edgar Degas,http://images.nortonsimon.org/viewer/index.php?id=F.1981.1.D,1834,1917,db9dd8071cb0
15-3/4 x 12-3/8 in. (40.0 x 31.4 cm),1728-1730,The Norton Simon Foundation,"Still Life with Fowl,",French,Jean-Baptiste Siméon Chardin,http://images.nortonsimon.org/viewer/index.php?id=F.1969.38.03.2.P,1699,1779,0f0d5c016cfc
15-3/4 x 12-3/8 in. (40.0 x 31.4 cm),1728-1730,The Norton Simon Foundation,"Still Life with Cooking Utensils,",French,Jean-Baptiste Siméon Chardin,http://images.nortonsimon.org/viewer/index.php?id=F.1969.38.03.1.P,1699,1779,e5538fc89b8e
75-3/4 x 54-3/4 in. (192.4 x 139.1 cm),1730,The Norton Simon Foundation,"Dog and Game,",French,Jean-Baptiste Siméon Chardin,http://images.nortonsimon.org/viewer/index.php?id=F.1972.56.P,1699,1779,04e827b13398
18-1/2 x 21-3/4 in. (47.0 x 55.2 cm),1880-1881,The Norton Simon Foundation,"Vase of Flowers,",French,Paul Cézanne,http://images.nortonsimon.org/viewer/index.php?id=F.1968.01.P,1839,1906,2da3b80dba3f
32-1/2 x 42 in. (82.6 x 106.7 cm),early 16th century,The Norton Simon Foundation,"Madonna and Child with St. Peter and St. Catherine of Alexandria,",Italian,Vincenzo Catena,http://images.nortonsimon.org/viewer/index.php?id=F.1965.1.014.P,1470,1531,53155cf9a7c6
